7.500000000000000000e+02	7.476218521038698267e-13	1.557792894039820158e-02
7.501250000000000000e+02	7.506551644870869411e-13	1.564113298483164535e-02
7.502500000000000000e+02	7.537121885677331327e-13	1.570483110141742897e-02
7.503750000000000000e+02	7.567932086804386784e-13	1.576902921473447364e-02
7.505000000000000000e+02	7.598985137888632854e-13	1.583373334581513608e-02
7.506250000000000000e+02	7.630283975812424192e-13	1.589894961413605007e-02
7.507500000000000000e+02	7.661831585683558011e-13	1.596468423965949693e-02
7.508750000000000000e+02	7.693631001838882860e-13	1.603094354492455575e-02
7.510000000000000000e+02	7.725685308874350539e-13	1.609773395719341083e-02
7.511250000000000000e+02	7.757997642699963193e-13	1.616506201064948911e-02
7.512500000000000000e+02	7.790571191622816476e-13	1.623293434865417245e-02
7.513750000000000000e+02	7.823409197456986713e-13	1.630135772605941294e-02
7.515000000000000000e+02	7.856514956662110879e-13	1.637033901158017196e-02
7.516250000000000000e+02	7.889891821512096276e-13	1.643988519022960421e-02
7.517500000000000000e+02	7.923543201292835043e-13	1.651000336581469330e-02
7.518750000000000000e+02	7.957472563532387930e-13	1.658070076349955554e-02
7.520000000000000000e+02	7.991683435263272823e-13	1.665198473243559643e-02
7.521250000000000000e+02	8.026179404316244080e-13	1.672386274845735418e-02
7.522500000000000000e+02	8.060964120651000160e-13	1.679634241685520196e-02
7.523750000000000000e+02	8.096041297719900720e-13	1.686943147521691166e-02
7.525000000000000000e+02	8.131414713869344066e-13	1.694313779634763761e-02
7.526250000000000000e+02	8.167088213777620509e-13	1.701746939126592278e-02
7.527500000000000000e+02	8.203065709932958516e-13	1.709243441228345400e-02
7.528750000000000000e+02	8.239351184149916807e-13	1.716804115616470464e-02
7.530000000000000000e+02	8.275948689127987715e-13	1.724429806737454857e-02
7.531250000000000000e+02	8.312862350052492573e-13	1.732121374141399814e-02
7.532500000000000000e+02	8.350096366238978804e-13	1.739879692824654669e-02
7.533750000000000000e+02	8.387655012823787467e-13	1.747705653582077787e-02
7.535000000000000000e+02	8.425542642499991532e-13	1.755600163368744790e-02
7.536250000000000000e+02	8.463763687303357786e-13	1.763564145672085609e-02
7.537500000000000000e+02	8.502322660446995464e-13	1.771598540894162022e-02
7.538750000000000000e+02	8.541224158207203848e-13	1.779704306744614786e-02
7.540000000000000000e+02	8.580472861864378066e-13	1.787882418645084931e-02
7.541250000000000000e+02	8.620073539696827387e-13	1.796133870144656433e-02
7.542500000000000000e+02	8.660031049032310367e-13	1.804459673347329207e-02
7.543750000000000000e+02	8.700350338358935758e-13	1.812860859351858589e-02
7.545000000000000000e+02	8.741036449495206015e-13	1.821338478703919683e-02
7.546250000000000000e+02	8.782094519824870089e-13	1.829893601861776881e-02
7.547500000000000000e+02	8.823529784594282272e-13	1.838527319674974209e-02
7.548750000000000000e+02	8.865347579279215131e-13	1.847240743877501951e-02
7.550000000000000000e+02	8.907553342019734107e-13	1.856035007595140812e-02
7.551250000000000000e+02	8.950152616126899088e-13	1.864911265867775711e-02
7.552500000000000000e+02	8.993151052664795771e-13	1.873870696187403609e-02
7.553750000000000000e+02	9.036554413108192648e-13	1.882914499051900267e-02
7.555000000000000000e+02	9.080368572081044000e-13	1.892043898535632207e-02
7.556250000000000000e+02	9.124599520176452812e-13	1.901260142877042938e-02
7.557500000000000000e+02	9.169253366862478913e-13	1.910564505084124537e-02
7.558750000000000000e+02	9.214336343476842792e-13	1.919958283558414330e-02
7.560000000000000000e+02	9.259854806311247026e-13	1.929442802737663804e-02
7.561250000000000000e+02	9.305815239793773961e-13	1.939019413758942545e-02
7.562500000000000000e+02	9.352224259766598978e-13	1.948689495141605818e-02
7.563750000000000000e+02	9.399088616866576287e-13	1.958454453491692560e-02
7.565000000000000000e+02	9.446415200012720029e-13	1.968315724228600350e-02
7.566250000000000000e+02	9.494211040001018937e-13	1.978274772334124784e-02
7.567500000000000000e+02	9.542483313214482748e-13	1.988333093125507420e-02
7.568750000000000000e+02	9.591239345450029894e-13	1.998492213052831257e-02
7.570000000000000000e+02	9.640486615867978061e-13	2.008753690521962107e-02
7.571250000000000000e+02	9.690232761068586546e-13	2.019119116743962536e-02
7.572500000000000000e+02	9.740485579298503930e-13	2.029590116611575470e-02
7.573750000000000000e+02	9.791253034796713621e-13	2.040168349604771364e-02
7.575000000000000000e+02	9.842543262279379509e-13	2.050855510725241304e-02
7.576250000000000000e+02	9.894364571573761836e-13	2.061653331461948957e-02
7.577500000000000000e+02	9.946725452403782180e-13	2.072563580788280499e-02
7.578750000000000000e+02	9.999634579336046530e-13	2.083588066192631691e-02
7.580000000000000000e+02	1.005310081688936779e-12	2.094728634743059717e-02
7.581250000000000000e+02	1.010713322481587983e-12	2.105987174187688715e-02
7.582500000000000000e+02	1.016174106356306894e-12	2.117365614092816747e-02
7.583750000000000000e+02	1.021693379991744990e-12	2.128865927018865414e-02
7.585000000000000000e+02	1.027272111284356845e-12	2.140490129737034758e-02
7.586250000000000000e+02	1.032911289952367994e-12	2.152240284487765692e-02
7.587500000000000000e+02	1.038611928160446947e-12	2.164118500282351254e-02
7.588750000000000000e+02	1.044375061166355859e-12	2.176126934250335182e-02
7.590000000000000000e+02	1.050201747989924766e-12	2.188267793033433009e-02
7.591250000000000000e+02	1.056093072105789099e-12	2.200543334228962158e-02
7.592500000000000000e+02	1.062050142160645947e-12	2.212955867884364158e-02
7.593750000000000000e+02	1.068074092715859093e-12	2.225507758044544329e-02
7.595000000000000000e+02	1.074166085016982141e-12	2.238201424355298896e-02
