	Lattice depth (Er)	Lattice depth (uK)	Excitation freq. 1->2 (Hz)	Excitation freq. 1->3 (Hz)	Excitation freq. 1->4 (Hz)	Excitation freq. 1->5 (Hz)	Excitation freq. 1->6 (Hz)	Excitation freq. 1->7 (Hz)	Excitation freq. 1->8 (Hz)	Excitation freq. 1->9 (Hz)	Excitation freq. 1->10 (Hz)
1325	1325.0	128.94861550697232	109180.55565565047	109180.55755358444	216801.77317874	217577.21348494606	217577.2290954906	323618.61866808304	323618.90789796814	325172.6268571433	325187.72137093905
1326	1326.0	129.04593521678888	109222.3363687278	109222.33828215883	216885.3501725632	217660.78435482978	217660.80008803125	323744.0107033479	323744.3021259129	325298.005975563	325313.0930381294
1327	1327.0	129.14325492660547	109264.10132471599	109264.10325373121	216968.89563605448	217744.3237000721	217744.33955668626	323869.3554174888	323869.6490467617	325423.33779019496	325438.4174017966
1328	1328.0	129.24057463642205	109305.85054144602	109305.85248618979	217052.40960479793	217827.83155623224	217827.84753717293	323994.6528640817	323994.94871427916	325548.62235464115	325563.6945155575
1329	1329.0	129.3378943462386	109347.58403657652	109347.58599712119	217135.89211437953	217911.3079588745	217911.32406487895	324119.90309650626	324120.2011818934	325673.8597222322	325688.9244326965
1330	1330.0	129.4352140560552	109389.30182796658	109389.30380448645	217219.3432003313	217994.75294351153	217994.76917548853	324245.1061682818	324245.4065031689	325799.0499465169	325814.10720664304
1331	1331.0	129.5325337658718	109431.00393337625	109431.00592592711	217302.76289822574	218078.16654569973	218078.18290448195	324370.26213273447	324370.5647314931	325924.1930807569	325939.2428906519
1332	1332.0	129.6298534756884	109472.69037033267	109472.69237903901	217386.1512433515	218161.54880070046	218161.5652871022	324495.37104295334	324495.6759200566	326049.2891779782	326064.33153765544
1333	1333.0	129.72717318550497	109514.36115665718	109514.36318157573	217469.50827109386	218244.89974388765	218244.9163588227	324620.43295211013	324620.74012214167	326174.33829140035	326189.37320093083
1334	1334.0	129.82449289532155	109556.01630982161	109556.01835117229	217552.83401678255	218328.21941055436	218328.2361548356	324745.4479131861	324745.75739077805	326299.34047397523	326314.3679332856
1335	1335.0	129.92181260513814	109597.65584746933	109597.6579053033	217636.12851553218	218411.50783582	218411.52471029674	324870.4159790509	324870.72777881275	326424.2957785308	326439.3157874865
1336	1336.0	130.01913231495473	109639.27978711507	109639.28186155867	217719.39180253688	218494.7650548348	218494.7820604361	324995.33720250556	324995.65133929206	326549.20425787935	326564.2168163166
1337	1337.0	130.1164520247713	109680.8881463353	109680.89023747799	217802.6239128606	218577.99110265868	218578.0082402209	325120.21163627406	325120.5281248897	326674.0659647451	326689.07107240765
1338	1338.0	130.21377173458788	109722.48094257838	109722.48305059351	217885.82488151945	218661.1860142795	218661.20328466024	325245.039333	325245.3581883634	326798.8809516461	326813.8786083115
1339	1339.0	130.31109144440447	109764.05819327277	109764.06031824749	217968.9947434571	218744.3498246197	218744.36722870564	325369.8203450576	325370.1415821815	326923.6492710327	326938.639476355
1340	1340.0	130.40841115422103	109805.6199158124	109805.6220578592	218052.1335335213	218827.48256851148	218827.50010719983	325494.5547249705	325494.87835890485	327048.37097536126	327063.353728987
1341	1341.0	130.50573086403762	109847.16612772216	109847.16828702825	218135.24128662996	218910.58428084824	218910.60195502976	325619.2425250456	325619.56857099466	327173.04611698753	327188.0214184512
1342	1342.0	130.6030505738542	109888.69684625439	109888.69902287373	218218.31803745741	218993.65499628818	218993.67280688367	325743.8837974568	325744.21227060596	327297.6747479819	327312.6425968201
1343	1343.0	130.7003702836708	109930.21208874631	109930.21428278445	218301.36382071732	219076.69474952287	219076.7126973724	325868.47859431145	325868.8095100121	327422.2569205242	327437.21731618675
1344	1344.0	130.79768999348738	109971.71187242583	109971.71408396671	218384.37867086002	219159.70357498643	219159.7216610716	325993.02696752775	325993.3603411419	327546.79268638906	327561.74562831497
1345	1345.0	130.89500970330397	110013.19621467954	110013.19844393338	218467.36262278215	219242.6815075428	219242.69973271707	326117.5289693123	326117.8648163199	327671.28209785867	327686.2275854241
1346	1346.0	130.99232941312056	110054.66513255963	110054.66737961685	218550.31571064307	219325.62858134907	219325.6469465816	326241.9846511824	326242.3229870902	327795.7252064215	327810.6632388596
1347	1347.0	131.08964912293712	110096.11864339923	110096.12090840457	218633.2379690988	219408.54483102987	219408.5633371658	326366.3940650636	326366.73490548524	327920.12206394336	327935.0526405188
1348	1348.0	131.1869688327537	110137.55676436952	110137.55904739075	218716.1294324226	219491.43029083768	219491.4489388338	326490.757262474	326491.100623175	328044.472722002	328059.39584195724
1349	1349.0	131.2842885425703	110178.97951247805	110178.98181370283	218798.99013490527	219574.2849950431	219574.30378586805	326615.07429501344	326615.4201917427	328168.7772320936	328183.6928945235
1350	1350.0	131.38160825238688	110220.38690493567	110220.38922443643	218881.82011081453	219657.10897790457	219657.12791245745	326739.3452141322	326739.6936627209	328293.03564567416	328307.9438496571
1351	1351.0	131.47892796220344	110261.77895872093	110261.7812966825	218964.61939428493	219739.9022735147	219739.92135274396	326863.570071104	326863.9210875306	328417.24801403517	328432.14875867154
1352	1352.0	131.57624767202006	110303.15569092846	110303.15804741633	219047.38801948918	219822.6649160536	219822.6841408855	326987.7489172115	326988.10251752875	328541.41438843793	328556.307672672
1353	1353.0	131.67356738183662	110344.51711855382	110344.51949373585	219130.1260204309	219905.39693948237	219905.41631089762	327111.88180368906	327112.2380038984	328665.534820027	328680.4206427262
1354	1354.0	131.77088709165318	110385.8632585377	110385.8656525402	219212.8334311076	219988.09837778803	219988.11789673692	327235.9687814854	327236.32759786263	328789.60935986124	328804.48771995225
1355	1355.0	131.86820680146977	110427.19412787983	110427.1965407775	219295.51028546566	220070.769264898	220070.78893231926	327360.009901626	327360.3713503792	328913.63805880473	328928.5089551215
1356	1356.0	131.96552651128638	110468.50974340651	110468.51217538331	219378.1566173173	220153.40963459873	220153.42945146243	327484.00521501224	327484.36931247293	329037.6209678007	329052.48439905007
1357	1357.0	132.06284622110297	110509.81012202478	110509.8125732195	219460.77246047984	220236.01952069317	220236.03948801	327607.95477235405	327608.3215349848	329161.55813762074	329176.4141024894
1358	1358.0	132.16016593091953	110551.09528059095	110551.09775111378	219543.35784866722	220318.59895687367	220318.6190756243	327731.8586243407	327732.22806868487	329285.449618875	329300.2981160499
1359	1359.0	132.25748564073612	110592.36523593505	110592.36772592293	219625.91281560084	220401.1479768357	220401.16824795984	327855.7168216454	327856.0889642129	329409.29546212836	329424.1364902296
1360	1360.0	132.3548053505527	110633.62000484976	110633.6225143852	219708.43739488174	220483.66661416474	220483.68703865923	327979.52941473137	327979.90427219647	329533.095717924	329547.9292754432
1361	1361.0	132.4521250603693	110674.85960399035	110674.86213329101	219790.93162000124	220566.1549023318	220566.17548118279	328103.2964539214	328103.6740431414	329656.8504366154	329671.6765220634
1362	1362.0	132.54944477018586	110716.08405023065	110716.08659936294	219873.39552453125	220648.61287489862	220648.63360912612	328227.0179896928	328227.39832741633	329780.55966855853	329795.37828035065
1363	1363.0	132.64676448000245	110757.29336014666	110757.29592926915	219955.82914185393	220731.04056520402	220731.06145578722	328350.69407211436	328351.07717531326	329904.22346388333	329919.0346003823
1364	1364.0	132.74408418981903	110798.4875504227	110798.49013971015	220038.23250530602	220813.43800658287	220813.459054539	328474.3247514293	328474.7106370912	330027.8418727508	330042.6455322811
1365	1365.0	132.8414038996356	110839.66663774771	110839.6692472688	220120.6056482885	220895.80523239746	220895.82643875098	328597.91007761814	328598.2987628635	330151.4149451944	330166.2111260445
1366	1366.0	132.93872360945218	110880.83063864094	110880.83326859027	220202.94860389293	220978.14227575363	220978.16364152764	328721.4501006385	328721.8416025638	330274.9427310676	330289.7314314001
1367	1367.0	133.03604331926877	110921.97956971481	110921.98222022144	220285.26140543536	221060.4491699181	221060.4706961505	328844.9448704072	328845.3392063235	330398.42528034444	330413.20649830875
1368	1368.0	133.1333630290854	110963.1134474881	110963.11611866919	220367.54408594887	221142.72594791517	221142.74763558616	328968.39443651674	328968.79162380623	330521.86264261097	330536.6363763304
1369	1369.0	133.23068273890195	111004.23228855847	111004.23498056387	220449.79667863788	221224.97264292394	221224.99449308385	329091.79884892126	329092.1989049569	330645.2548677103	330660.0211152156
1370	1370.0	133.32800244871856	111045.33610929629	111045.33882223247	220532.0192163432	221307.18928776213	221307.21130146176	329215.15815697314	329215.5610993198	330768.6020050965	330783.3607643512
1371	1371.0	133.42532215853512	111086.42492615024	111086.4276601832	220614.21173206085	221389.3759154161	221389.39809368274	329338.47241024434	329338.8782564568	330891.90410425403	330906.6553731524
1372	1372.0	133.52264186835168	111127.49875562853	111127.50151086156	220696.37425868792	221471.5325587548	221471.55490263365	329461.74165816	329462.15042596095	331015.16121460515	331029.90499108157
1373	1373.0	133.61996157816827	111168.55761398026	111168.56039063745	220778.50682895764	221553.65925049444	221553.68176111052	329584.9659499287	329585.3776571081	331138.3733853643	331153.1096671885
1374	1374.0	133.71728128798486	111209.60151776939	111209.60431594338	220860.60947579192	221635.75602353798	221635.77870187385	329708.1453349387	329708.55999930506	331261.54066586954	331276.26945082244
1375	1375.0	133.81460099780145	111250.63048311224	111250.63330296303	220942.68223182307	221717.82291049007	221717.84575763062	329831.27986225253	329831.69750182074	331384.6631051864	331399.384390941
1376	1376.0	133.911920707618	111291.64452645382	111291.64736811466	221024.72512957602	221799.85994385762	221799.88296094496	329954.3695808794	329954.7902136082	331507.7407523217	331522.454536491
1377	1377.0	134.00924041743463	111332.6436639911	111332.64652762523	221106.73820178912	221881.86715637075	221881.89034441506	330077.4145398319	330077.83818387054	331630.77365624206	331645.47993643733
1378	1378.0	134.10656012725119	111373.62791203771	111373.6307977175	221188.72148095266	221963.84458048892	221963.86794059948	330200.41478793044	330200.84146158467	331753.7618657931	331768.4606395576
1379	1379.0	134.20387983706777	111414.59728669198	111414.60019468763	221270.67499948415	222045.79224861332	222045.81578187237	330323.3703740059	330323.80009547906	331876.7054297749	331891.39669452806
1380	1380.0	134.30119954688436	111455.55180421864	111455.5547346007	221352.59878981073	222127.71019314908	222127.733900647	330446.2813467071	330446.7141344261	331999.60439678346	332014.2881499765
1381	1381.0	134.39851925670095	111496.49148078194	111496.4944336795	221434.49288430007	222209.5984464362	222209.6223292648	330569.1477546357	330569.5836270878	332122.4588154776	332137.1350544719
1382	1382.0	134.49583896651754	111537.41633242348	111537.41930805094	221516.35731521793	222291.45704073072	222291.4810999934	330691.9696463516	330692.40862205613	332245.26873434073	332259.93745637714
1383	1383.0	134.5931586763341	111578.32637531903	111578.32937380826	221598.19211477108	222373.28600822424	222373.31024506668	330814.7470702468	330815.1891679445	332368.0342017882	332382.695404163
1384	1384.0	134.69047838615072	111619.22162548851	111619.22464698012	221679.99731517181	222455.08538109122	222455.10979663202	330937.4800746707	330937.92531307595	332490.75526613236	332505.4089459957
1385	1385.0	134.78779809596728	111660.10209898365	111660.1051436049	221761.77294850562	222536.85519141346	222536.8797867541	331060.1687079048	331060.61710584094	332613.4319756202	332628.07813010743
1386	1386.0	134.88511780578386	111700.96781181148	111700.97087978091	221843.51904688292	222618.59547127	222618.62024760607	331182.81301808043	331183.2645944965	332736.06437843834	332750.70300458104
1387	1387.0	134.98243751560042	111741.81877989325	111741.82187133537	221925.2356422278	222700.30625256884	222700.3312109668	331305.41305325687	331305.86782717856	332858.65252260916	332873.28361740813
1388	1388.0	135.079757225417	111782.65501931065	111782.65813433843	222006.92276653173	222781.98756728478	222782.012708913	331427.96886152984	331428.42685200076	332981.19645609515	332995.8200165442
1389	1389.0	135.1770769352336	111823.47654586232	111823.47968469151	222088.58045168192	222863.63944727424	222863.66477322907	331550.4804906682	331550.941716987	333103.6962268718	333118.31224981626
1390	1390.0	135.27439664505016	111864.28337548011	111864.28653823062	222170.208729478	222945.26192433172	222945.28743580324	331672.94798856706	331673.4124700125	333226.15188265895	333240.7603649524
1391	1391.0	135.3717163548668	111905.07552407376	111905.0787109051	222251.8076316924	223026.85503019832	223026.88072834336	331795.37140301475	331795.83915896417	333348.5634712495	333363.1644096631
1392	1392.0	135.46903606468337	111945.85300734364	111945.85621845268	222333.37718999523	223108.41879653488	223108.44468254203	331917.7507815508	331918.2218314574	333470.93104023463	333485.5244314382
1393	1393.0	135.56635577449995	111986.61584129126	111986.61907680253	222414.9174361478	223189.95325505483	223189.9793300722	332040.08617183357	332040.56053532916	333593.254637199	333607.8404778851
1394	1394.0	135.6636754843165	112027.36404156446	112027.36730158904	222496.4284016584	223271.4584372848	223271.48470251073	332162.377621303	332162.85531803075	333715.53430957237	333730.11259634024
1395	1395.0	135.76099519413313	112068.09762394524	112068.10090876579	222577.91011813158	223352.93437478424	223352.96083139678	332284.6251773702	332285.10622709483	333837.77010481333	333852.34083417535
1396	1396.0	135.8583149039497	112108.81660413495	112108.81991378924	222659.36261698845	223434.38109895765	223434.40774812235	332406.8288872941	332407.3133098592	333959.96207013197	333974.52523850696
1397	1397.0	135.95563461376625	112149.52099785332	112149.52433256639	222740.78592969573	223515.79864126164	223515.8254841745	332528.98879836674	332529.47661373205	334082.11025273585	334096.665856648
1398	1398.0	136.05295432358287	112190.21082070163	112190.21418066898	222822.18008760354	223597.18703301303	223597.2140709199	332651.1049576663	332651.5961858571	334204.21469981485	334218.76273553807
1399	1399.0	136.15027403339943	112230.88608846239	112230.88947372777	222903.54512206194	223678.5463055472	223678.5735396054	332773.17741228984	332773.6720735098	334326.2754583761	334340.81592227437
1400	1400.0	136.24759374321602	112271.54681659804	112271.55022741924	222984.88106427444	223759.87649004182	223759.90392152016	332895.2062092449	332895.70432363177	334448.29257540865	334462.82546364365
1401	1401.0	136.34491345303258	112312.19302067716	112312.19645721093	223066.18794545278	223841.17761770077	223841.20524777687	333017.19139531424	333017.69298327685	334570.2660977128	334584.7914065078
1402	1402.0	136.4422331628492	112352.82471644349	112352.82817884888	223147.46579686034	223922.4497197575	223922.477549667	333139.133017433	333139.63809935626	334692.196072213	334706.71379767155
1403	1403.0	136.53955287266578	112393.44191923221	112393.44540770566	223228.7146494724	224003.69282717395	224003.7208581442	333261.03112223337	333261.539718665	334814.0825455154	334828.5926836985
1404	1404.0	136.63687258248237	112434.04464455796	112434.04815928206	223309.93453430475	224084.9069709331	224084.93520420027	333382.8857563515	333383.3978878939	334935.92556427117	334950.4281111431
1405	1405.0	136.73419229229893	112474.63290803124	112474.63644910834	223391.12548245618	224166.09218212313	224166.1206189469	333504.69696640945	333505.2126537994	335057.72517502494	335072.2201265629
1406	1406.0	136.83151200211552	112515.20672499831	112515.21029259992	223472.28752479912	224247.24849160505	224247.27713321638	333626.4647988694	333626.98406288185	335179.48142435006	335193.9687763458
1407	1407.0	136.9288317119321	112555.7661108304	112555.76970519769	223553.42069215802	224328.37593016494	224328.40477783463	333748.1893000428	333748.71216162376	335301.1943583979	335315.6741067631
1408	1408.0	137.02615142174866	112596.31108102412	112596.31470228707	223634.5250154344	224409.4745286845	224409.503583692	333869.87051634566	333870.39699652867	335422.8640236846	335437.3361641322
1409	1409.0	137.12347113156528	112636.84165082294	112636.845299142	223715.60052527473	224490.54431780975	224490.57358139672	333991.50849389896	333992.03861373797	335544.4904662591	335558.954994463
1410	1410.0	137.22079084138184	112677.35783564739	112677.3615112264	223796.64725254587	224571.58532836978	224571.61480180832	334113.1032789675	334113.6370596962	335666.0737323532	335680.53064398933
1411	1411.0	137.31811055119843	112717.85965080319	112717.86335374955	223877.6652277412	224652.5975908363	224652.6272754649	334234.65491749754	334235.19238040317	335787.61386801256	335802.0631585809
1412	1412.0	137.415430261015	112758.34711151494	112758.35084206286	223958.65448157187	224733.58113591163	224733.61103296594	334356.1634555561	334356.70462204615	335909.11091919226	335923.55258425407
1413	1413.0	137.5127499708316	112798.82023305331	112798.82399142275	224039.61504456718	224814.53599409654	224814.56610485885	334477.62893902755	334478.17383059085	336030.5649317929	336044.9989667536
1414	1414.0	137.61006968064817	112839.27903067882	112839.28281704959	224120.5469471901	224895.46219584157	224895.4925216651	334599.051413701	334599.60005201196	336151.9759516167	336166.4023518817
1415	1415.0	137.70738939046475	112879.72351956906	112879.72733402046	224201.45021990046	224976.35977157837	224976.3903137338	334720.43092537276	334720.9833320266	336273.3440243813	336287.76278523717
1416	1416.0	137.80470910028137	112920.15371486929	112920.15755765396	224282.32489302612	225057.22875161082	225057.2595114344	334841.7675195925	334842.3237164643	336394.66919569735	336409.0803124696
1417	1417.0	137.90202881009793	112960.56963175104	112960.57350299488	224363.1709969531	225138.06916631758	225138.1001451482	334963.0612420544	334963.6212510237	336515.9515112204	336530.35497905454
1418	1418.0	137.99934851991452	113000.97128531995	113000.97518527978	224443.98856200182	225218.8810459744	225218.9122451146	335084.3121381821	335084.87598128594	336637.1910163782	336651.58683047205
1419	1419.0	138.09666822973108	113041.35869067194	113041.3626194469	224524.77761827895	225299.66442071093	225299.6958414702	335205.520253452	335206.08795276104	336758.38775660814	336772.7759119652
1420	1420.0	138.1939879395477	113081.73186291219	113081.7358207577	224605.5381960856	225380.41932076516	225380.45096451283	335326.6856331964	335327.2572109678	336879.54177723604	336893.92226892506
1421	1421.0	138.29130764936426	113122.09081702644	113122.09480410388	224686.27032543108	225461.14577614964	225461.17764424862	335447.80832263187	335448.3838011238	337000.6531235612	337015.02594642184
1422	1422.0	138.38862735918082	113162.4355680244	113162.4395845242	224766.97403647727	225541.8438169902	225541.87591071863	335568.88836696744	335569.46776860656	337121.7218406192	337136.0869896627
1423	1423.0	138.48594706899743	113202.76613092549	113202.77017700391	224847.649359127	225622.51347318836	225622.5457939949	335689.9258112937	335690.509158618	337242.7479735868	337257.1054435805
1424	1424.0	138.583266778814	113243.08252065825	113243.08659647117	224928.29632338582	225703.15477470774	225703.18732391382	335810.920700606	335811.5080161997	337363.731567428	337378.0813531554
1425	1425.0	138.68058648863058	113283.38475212452	113283.38885797624	225008.91495917406	225783.76775146168	225783.800530486	335931.8730798768	335932.46438649704	337484.6726671256	337499.0147632653
1426	1426.0	138.77790619844714	113323.67284035707	113323.67697639007	225089.50529639685	225864.35243333637	225864.38544352163	336052.78299403994	336053.37831450184	337605.5713175979	337619.9057188007
1427	1427.0	138.8752259082638	113363.94680014522	113363.95096649183	225170.06736474342	225944.90884999398	225944.94209276992	336173.65048775653	336174.24984499655	337726.42756350065	337740.75426429545
1428	1428.0	138.97254561808035	113404.20664625804	113404.2108432041	225250.60119401608	226025.43703121785	226025.47050791144	336294.4756057514	336295.0790228057	337847.24144950614	337861.56044445647
1429	1429.0	139.06986532789693	113444.45239372042	113444.45662136139	225331.10681394982	226105.93700671522	226105.97071879497	336415.25839274755	336415.8658927568	337968.01302038634	337982.32430388406
1430	1430.0	139.16718503771352	113484.6840572461	113484.68831581756	225411.5842541938	226186.4088061303	226186.44275494435	336535.99889324035	336536.61049946	338088.74232059345	338103.04588704905
1431	1431.0	139.26450474753008	113524.90165152663	113524.90594123658	225492.0335442146	226266.85245889964	226266.88664589674	336656.6971516451	336657.3128874192	338209.429394531	338223.72523826
1432	1432.0	139.36182445734667	113565.1051913984	113565.10951242568	225572.4547136997	226347.26799469278	226347.30242131327	336777.35321246035	336777.9731012316	338330.0742867063	338344.362401936
1433	1433.0	139.45914416716323	113605.29469159906	113605.29904416825	225652.8477920821	226427.65544291685	226427.69011056656	336897.9671199337	336898.59118528466	338450.6770413457	338464.95742229605
1434	1434.0	139.55646387697985	113645.47016677826	113645.47455107515	225733.21280880857	226508.01483300663	226508.04974309276	337018.5389183382	337019.1671839383	338571.23770273314	338585.5103435179
1435	1435.0	139.6537835867964	113685.6316316156	113685.63604784674	225813.54979326957	226588.34619432315	226588.38134833402	337139.0686518545	337139.7011414541	338691.7563150058	338706.02120965574
1436	1436.0	139.751103296613	113725.7791008063	113725.78354910958	225893.85877478425	226668.64955617487	226668.68495552923	337259.55636450637	337260.19310205104	338812.2329221886	338826.4900647338
1437	1437.0	139.84842300642958	113765.91258893776	113765.9170695875	225974.13978267307	226748.92494784627	226748.96059404532	337380.002100373	337380.64310983673	338932.6675683958	338946.9169527635
1438	1438.0	139.94574271624617	113806.0321106006	113806.03662380105	226054.3928461315	226829.17239853015	226829.2082929871	337500.4059033548	337501.05120879953	339053.0602974754	339067.30191747105
1439	1439.0	140.04306242606276	113846.13768042506	113846.14222635144	226134.61799442413	226909.39193745836	226909.42808164307	337620.76781733904	337621.4174430162	339173.41115331854	339187.6450028224
1440	1440.0	140.14038213587932	113886.22931284175	113886.23389168772	226214.81525655524	226989.5835936189	226989.61998904007	337741.0878860499	337741.74185627076	339293.7201796132	339307.9462523399
1441	1441.0	140.23770184569594	113926.30702248095	113926.31163444888	226294.9846616539	227069.74739612715	227069.784044268	337861.3661532707	337862.0244924085	339413.9874201759	339428.2057097503
1442	1442.0	140.3350215555125	113966.37082375986	113966.37546907156	226375.12623878737	227149.8833740079	227149.9202764296	337981.60266256396	337982.2653952086	339534.21291854425	339548.4234186025
1443	1443.0	140.4323412653291	114006.42073119212	114006.42541008366	226455.24001695804	227229.99155626402	227230.0287143281	338101.797457507	338102.4646083063	339654.3967182875	339668.5994223877
1444	1444.0	140.52966097514565	114046.45675920187	114046.46147189545	226535.32602505333	227310.07197175804	227310.1093870322	338221.95058160496	338222.62217531446	339774.5388629319	339788.7337644931
1445	1445.0	140.62698068496226	114086.4789223811	114086.48366894868	226615.3842920365	227390.124649425	227390.16232342014	338342.06207834266	338342.738139844	339894.6393958739	339908.8264883631
1446	1446.0	140.72430039477882	114126.4872348174	114126.49201560293	226695.41484659433	227470.14961793524	227470.1875521789	338462.13199086965	338462.8125450892	340014.6983603333	340028.8776370572
1447	1447.0	140.8216201045954	114166.48171105799	114166.48652621364	226775.41771761212	227550.14690615918	227550.18510217936	338582.1603625508	338582.8454346235	340134.7157996385	340148.8872538617
1448	1448.0	140.918939814412	114206.46236545239	114206.46721518516	226855.39293381321	227630.11654278424	227630.15500209644	338702.14723653166	338702.83685164957	340254.6917569332	340268.85538189695
1449	1449.0	141.01625952422856	114246.4292122652	114246.43409680424	226935.34052383015	227710.05855644293	227710.09728060974	338822.09265595995	338822.78683945094	340374.6262753462	340388.78206420765
1450	1450.0	141.11357923404515	114286.38226582512	114286.38718544663	227015.26051630557	227789.97297573645	227790.011966356	338941.9966638174	338942.6954410599	340494.5193978681	340508.66734366695
1451	1451.0	141.21089894386174	114326.3215404406	114326.32649530779	227095.15293996563	227869.85982938728	227869.89908795842	339061.85930315347	339062.5626996881	340614.37116754736	340628.5112632734
1452	1452.0	141.30821865367835	114366.24705028452	114366.2520406164	227175.01782315795	227949.71914570974	227949.7586737725	339181.68061673304	339182.3886582866	340734.1816271146	340748.313865781
1453	1453.0	141.4055383634949	114406.15880964545	114406.16383563797	227254.85519443473	228029.55095323222	228029.5907524547	339301.460647467	339302.1733597189	340853.9508194662	340868.075193904
1454	1454.0	141.5028580733115	114446.05683268982	114446.06189459705	227334.66508231848	228109.355280471	228109.3953523204	339421.1994380792	339421.91684692126	340973.67878739	340987.7952903811
1455	1455.0	141.6001777831281	114485.9411335767	114485.94623157335	227414.4475150312	228189.1321556234	228189.17250178676	339540.8970311538	339541.61916261667	341093.365573375	341107.4741976743
1456	1456.0	141.69749749294465	114525.81172647294	114525.81686083568	227494.20252107226	228268.88160715922	228268.92222916914	339660.55346938164	339661.2803495138	341213.011220158	341227.1119584376
1457	1457.0	141.79481720276124	114565.66862551223	114565.67379645222	227573.93012867495	228348.60366329554	228348.64456269753	339780.1687952391	339780.90045033296	341332.61577020516	341346.7086151086
1458	1458.0	141.8921369125778	114605.51184478076	114605.51705251932	227653.6303660337	228428.2983522112	228428.33953072643	339899.7430511868	339900.47950754414	341452.17926593387	341466.2642100077
1459	1459.0	141.9894566223944	114645.3413983412	114645.34664312731	227733.3032613735	228507.9657020956	228508.00716129682	340019.2762795374	340020.0175636142	341571.7017496753	341585.77878538036
1460	1460.0	142.08677633221097	114685.15730028761	114685.16258229093	227812.94884287316	228587.60574113225	228587.6474826816	340138.76852267975	340139.5146610701	341691.183263866	341705.25238360104
1461	1461.0	142.18409604202756	114724.95956470016	114724.96488416322	227892.5671386189	228667.2184973566	228667.26052286505	340258.2198228493	340258.9708421754	341810.62385064544	341824.68504670326
1462	1462.0	142.28141575184415	114764.74820542296	114764.75356261781	227972.15817661106	228746.8039987676	228746.84630988815	340377.6302220986	340378.3861492201	341930.02355211694	341944.076816811
1463	1463.0	142.37873546166077	114804.52323652335	114804.52863162749	228051.7219849386	228826.36227342937	228826.4048717923	340496.9997626441	340497.760624425	342049.3824104288	342063.4277359449
1464	1464.0	142.47605517147733	114844.28467202616	114844.29010523648	228131.25859145526	228905.89334917217	228905.93623642073	340616.32848639	340617.0943098998	342168.70046757086	342182.7378459993
1465	1465.0	142.5733748812939	114884.03252576079	114884.03799737558	228210.7680241892	228985.39725400275	228985.44043178763	340735.61643532367	340736.387247718	342287.97776545596	342302.0071889377
1466	1466.0	142.6706945911105	114923.76681169077	114923.77232192444	228290.25031092498	229064.87401568188	229064.91748568273	340854.86365137674	340855.6394798907	342407.2143460284	342421.235806487
1467	1467.0	142.76801430092706	114963.48754361183	114963.49309273041	228369.7054794071	229144.32366193557	229144.36742587775	340974.0701761453	340974.85104821494	342526.410250902	342540.4237403179
1468	1468.0	142.86533401074365	115003.19473554143	115003.20032371738	228449.1335575258	229223.74622064023	229223.7902801605	341093.2360516334	341094.02199470944	342645.56552200567	342659.571032187
1469	1469.0	142.96265372056024	115042.88840123705	115042.89402872948	228528.53457292134	229303.14171940475	229303.18607625243	341212.3613193513	341213.1523610787	342764.6802009347	342778.67772366945
1470	1470.0	143.05997343037683	115082.56855446861	115082.57422153247	228607.90855333462	229382.51018595207	229382.55484178007	341331.4460208733	341332.24218903953	342883.7543292148	342897.7438562627
1471	1471.0	143.1572931401934	115122.23520901702	115122.24091589669	228687.2555262473	229461.85164774442	229461.89660428456	341450.49019769684	341451.2915201496	343002.787948317	343016.769471327
1472	1472.0	143.25461285000998	115161.88837883707	115161.89412578894	228766.57551945827	229541.1661325577	229541.2113915215	341569.4938914132	341570.30039615015	343121.7810999202	343135.7546103866
1473	1473.0	143.35193255982657	115201.52807744926	115201.53386468586	228845.86856029203	229620.45366770026	229620.49923083145	341688.45714330685	341689.2688583579	343240.7338250996	343254.69931463903
1474	1474.0	143.44925226964315	115241.15431867786	115241.16014644998	228925.13467633675	229699.7142807317	229699.76014973907	341807.3799946367	341808.1969483241	343359.6461653362	343373.60362533
1475	1475.0	143.54657197945974	115280.76711621993	115280.77298474846	229004.37389499764	229778.94799903416	229778.9941756614	341926.2624867045	341927.08470732975	343478.51816182776	343492.4675836308
1476	1476.0	143.64389168927633	115320.36648375774	115320.37239326032	229083.58624369273	229858.15485001786	229858.2013359802	342045.1046606477	342045.9321767049	343597.3498557125	343611.2912306631
1477	1477.0	143.74121139909292	115359.95243487034	115359.95838567062	229162.7717497267	229937.334860951	229937.38165810378	342163.9065576066	342164.7393976703	343716.1412881146	343730.07460740535
1478	1478.0	143.83853110890948	115399.52498326212	115399.53097559388	229241.93044037517	230016.4880590981	230016.5351691192	342282.6682185433	342283.5064113152	343834.89250001236	343848.81775480637
1479	1479.0	143.93585081872607	115439.08414251398	115439.09017661418	229321.06234299022	230095.6144717851	230095.66189645743	342401.38968449645	342402.23325884045	343953.6035324272	343967.52071381937
1480	1480.0	144.03317052854266	115478.62992622978	115478.63600232344	229400.1674846543	230174.71412607125	230174.7618672889	342520.07099631045	342520.9199811588	344072.274426195	344086.1835252018
1481	1481.0	144.13049023835924	115518.1623479079	115518.1684662818	229479.2458926365	230253.78704920918	230253.83510867355	342638.7121947688	342639.5666192462	344190.9052221454	344204.8062297049
