	Lattice depth (Er)	Lattice depth (uK)	Excitation freq. 1->2 (Hz)	Excitation freq. 1->3 (Hz)	Excitation freq. 1->4 (Hz)	Excitation freq. 1->5 (Hz)	Excitation freq. 1->6 (Hz)	Excitation freq. 1->7 (Hz)	Excitation freq. 1->8 (Hz)	Excitation freq. 1->9 (Hz)	Excitation freq. 1->10 (Hz)
624	624.0	60.7274989255477	74433.37229319653	74433.37229332862	147288.33313722265	148071.16017689172	148071.16017834112	219315.96549562097	219315.96552898132	220886.3908322056	220909.63342467442
625	625.0	60.824818635364295	74494.25447219254	74494.25447232994	147410.1473286219	148192.95515699912	148192.95515848123	219498.7725455907	219498.77257969568	221069.15473026995	221092.37597752328
626	626.0	60.92213834518088	74555.08792560907	74555.08792576999	147531.86394277462	148314.65260816755	148314.65260968887	219681.43300730796	219681.433042209	221251.77214974628	221274.9721080689
627	627.0	61.019458054997465	74615.87277030652	74615.87277045407	147653.48321384535	148436.2527643544	148436.25276592295	219863.9472329815	219863.94726866682	221434.2434423679	221457.422167766
628	628.0	61.11677776481404	74676.60912256017	74676.6091227492	147775.00537503755	148557.7558585724	148557.75586017992	220046.3155733264	220046.31560983032	221616.5689584293	221639.72650668302
629	629.0	61.21409747463062	74737.29709831678	74737.29709847008	147896.43065862148	148679.1621228804	148679.1621245193	220228.53837769548	220228.53841502845	221798.749046801	221821.8854734459
630	630.0	61.31141718444721	74797.93681293665	74797.93681310103	148017.75929595513	148800.471788455	148800.47179011485	220410.61599405942	220410.61603223844	221980.78405500815	222003.8994153454
631	631.0	61.4087368942638	74858.52838138885	74858.52838154239	148138.99151741792	148921.6850854635	148921.68508716856	220592.54876895755	220592.54880799877	222162.67432913953	222185.7686782272
632	632.0	61.50605660408038	74919.0719181807	74919.07191834784	148260.1275525996	149042.80224331448	149042.80224506196	220774.33704760583	220774.33708753044	222344.42021397708	222367.49360665117
633	633.0	61.60337631389695	74979.56753737826	74979.56753754793	148381.16763006945	149163.82349037754	149163.82349217203	220955.9811738205	220955.98121464212	222526.02205288652	222549.0745437256
634	634.0	61.70069602371354	75040.01535254224	75040.01535271168	148502.11197751944	149284.74905415473	149284.74905598312	221137.4814900598	221137.48153179509	222707.4801878751	222730.51183124987
635	635.0	61.798015733530114	75100.41547686522	75100.41547703512	148622.96082178177	149405.57916128408	149405.57916314845	221318.83833745346	221318.83838012978	222888.7949596499	222911.80580968005
636	636.0	61.8953354433467	75160.76802299546	75160.76802318427	148743.71438870876	149526.31403742824	149526.31403933754	221500.05205570592	221500.0520993401	223069.96670748066	223092.95681807483
637	637.0	61.9926551531633	75221.0731032813	75221.07310347911	148864.37290343118	149646.95390752616	149646.95390948595	221681.12298334457	221681.12302794494	223250.99576945294	223273.96519425226
638	638.0	62.08997486297987	75281.33082947586	75281.33082965568	148984.9365899719	149767.49899541994	149767.49899742607	221862.05145736	221862.05150297357	223431.88248212432	223454.83127459313
639	639.0	62.18729457279646	75341.54131297143	75341.54131317661	149105.40567165383	149887.94952423792	149887.9495262846	222042.83781357197	222042.83786017244	223612.6271808914	223635.55539422404
640	640.0	62.284614282613035	75401.70466474444	75401.70466493785	149225.78037082218	150008.3057161393	150008.30571824475	222223.48238641693	222223.4824340502	223793.2301997562	223816.13788697816
641	641.0	62.381933992429616	75461.82099527243	75461.82099549328	149346.06090902796	150128.56779250054	150128.56779462632	222403.98550901766	222403.98555770863	223973.69187145543	223996.57908527754
642	642.0	62.47925370224619	75521.8904146597	75521.89041487018	149466.24750685188	150248.73597370757	150248.73597589284	222584.34751322743	222584.34756300703	224154.01252736044	224176.87932036465
643	643.0	62.57657341206279	75581.91303255943	75581.91303277497	149586.34038414917	150368.81047943095	150368.81048166438	222764.56872958795	222764.56878045955	224334.19249764486	224357.03892213493
644	644.0	62.67389312187937	75641.88895817772	75641.88895840204	149706.33975980722	150488.79152838863	150488.7915306866	222944.64948735342	222944.6495393489	224514.23211112275	224537.0582192142
645	645.0	62.77121283169595	75701.8183003256	75701.81830054645	149826.24585193372	150608.67933849723	150608.67934082908	223124.59011447226	223124.59016758905	224694.13169533384	224716.93753890027
646	646.0	62.868532541512536	75761.70116738595	75761.70116761926	149946.0588777213	150728.47412677153	150728.47412914998	223304.3909376402	223304.39099192535	224873.89157656825	224896.6772072881
647	647.0	62.96585225132911	75821.53766733503	75821.5376675817	150065.77905359838	150848.17610946117	150848.17611191014	223484.05228234277	223484.0523378092	225053.51207988636	225076.27754917904
648	648.0	63.0631719611457	75881.32790768889	75881.3279079441	150185.40659510184	150967.78550192981	150967.78550442168	223663.57447267562	223663.57452935557	225232.99352899118	225255.73888811903
649	649.0	63.16049167096229	75941.07199558601	75941.07199585713	150304.94171695074	151087.30251871306	151087.3025212614	223842.95783159244	223842.9578895067	225412.33624642703	225435.0615464157
650	650.0	63.25781138077887	76000.77003776672	76000.77003802931	150424.38463304716	151206.72737354515	151206.72737614374	224022.20268075835	224022.20273991174	225591.5405534447	225614.24584509392
651	651.0	63.35513109059544	76060.42214052158	76060.42214076042	150543.73555645588	151326.06027929927	151326.06028196198	224201.30934056954	224201.30940102084	225770.6067700907	225793.29210399673
652	652.0	63.45245080041203	76120.02840970198	76120.02840998437	150662.9946994055	151445.301448057	151445.30145076648	224380.27813024484	224380.27819200073	225949.5352151147	225972.20064168007
653	653.0	63.54977051022862	76179.58895085196	76179.58895112561	150782.1622733517	151564.4510910778	151564.45109385572	224559.10936774925	224559.1094308252	226128.3262061205	226150.9717755118
654	654.0	63.647090220045186	76239.1038690373	76239.10386932938	150901.23848893103	151683.50941882867	151683.5094216527	224737.80336981526	224737.80343424997	226306.98005947302	226329.60582166148
655	655.0	63.74440992986179	76298.57326894399	76298.57326923168	151020.22355590994	151802.4766409208	151802.47664382763	224916.3604519681	224916.3605177858	226485.4970902611	226508.10309502837
656	656.0	63.84172963967836	76357.99725488365	76357.99725515638	151139.11768336355	151921.35296624698	151921.35296921144	225094.78092855308	225094.78099578674	226663.87761246547	226686.46390936905
657	657.0	63.93904934949495	76417.37593069652	76417.37593098468	151257.92107946565	152040.13860281353	152040.13860583378	225273.0651126813	225273.06518134382	226842.12193880448	226864.68857718018
658	658.0	64.03636905931153	76476.70939988387	76476.7094001732	151376.63395165198	152158.83375788128	152158.8337609723	225451.2133162702	225451.21338639435	227020.23038079063	227042.77740982786
659	659.0	64.13368876912811	76535.99776557978	76535.99776588684	151495.25650657841	152277.43863795282	152277.43864112312	225629.2258500726	225629.22592168642	227198.20324884026	227220.73071747116
660	660.0	64.23100847894469	76595.24113045583	76595.24113076775	151613.78895006172	152395.95344867007	152395.95345189597	225807.10302362125	225807.10309677207	227376.04085209087	227398.54880906816
661	661.0	64.32832818876128	76654.43959682863	76654.43959715137	151732.23148717973	152514.37839494683	152514.37839824395	225984.84514532433	225984.845220011	227553.74349853816	227576.23199242423
662	662.0	64.42564789857786	76713.59326665556	76713.59326697233	151850.58432224175	152632.71368092773	152632.7136843016	226162.4525223898	226162.45259865976	227731.3114950549	227753.78057418752
663	663.0	64.52296760839444	76772.70224143828	76772.70224178916	151968.8476587342	152750.9595099346	152750.95951337973	226339.92546084957	226339.92553872152	227908.7451472719	227931.19485980907
664	664.0	64.62028731821103	76831.7666223891	76831.76662272982	152087.02169944943	152869.11608460057	152869.11608812888	226517.26426561782	226517.26434513723	228086.04475974618	228108.47515366628
665	665.0	64.7176070280276	76890.78651027125	76890.78651061427	152205.10664636648	152987.18360673788	152987.18361031765	226694.46924042577	226694.46932160822	228263.21063582442	228285.6217588954
666	666.0	64.8149267378442	76949.76200546756	76949.76200582835	152323.10270066434	153105.1622773647	153105.1622810362	226871.54068785982	226871.54077074083	228440.24307774796	228462.63497752376
667	667.0	64.91224644766078	77008.69320804045	77008.69320839456	152441.01006287776	153223.05229686032	153223.05230061	227048.47890939628	227048.47899403286	228617.14238659543	228639.51511049498
668	668.0	65.00956615747737	77067.58021758434	77067.58021796841	152558.82893266308	153340.85386472577	153340.85386854346	227225.28420533767	227225.28429171388	228793.90886233136	228816.26245748816
669	669.0	65.10688586729394	77126.42313342207	77126.42313378633	152676.55950902286	153458.56717979087	153458.5671836883	227401.9568748774	227401.95696305728	228970.54280377732	228992.87731723717
670	670.0	65.20420557711051	77185.22205442972	77185.22205482877	152794.20199019404	153576.19244014096	153576.1924441237	227578.49721613005	227578.4973061423	229147.04450869013	229169.35998723225
671	671.0	65.3015252869271	77243.97707919053	77243.97707957945	152911.75657364496	153693.72984309494	153693.72984716413	227754.9055260481	227754.90561792484	229323.41427366095	229345.71076392196
672	672.0	65.39884499674369	77302.68830582906	77302.68830622283	153029.22345610856	153811.17958522277	153811.17958938138	227931.18210045045	227931.182194219	229499.6523941581	229521.92994256146
673	673.0	65.49616470656028	77361.35583214754	77361.35583257888	153146.60283363378	153928.5418624265	153928.54186666143	228107.3272341084	228107.3273298185	229675.759164604	229698.01781740028
674	674.0	65.59348441637685	77419.97975561737	77419.97975604847	153263.89490145186	154045.81686976887	154045.81687410155	228283.34122065819	228283.34131834563	229851.73487827423	229873.97468151056
675	675.0	65.69080412619344	77478.56017331782	77478.56017373233	153381.09985417294	154163.00480170973	154163.0048061427	228459.2243526958	228459.22445237642	230027.5798273944	230049.80082697902
676	676.0	65.78812383601003	77537.09718191874	77537.09718234201	153498.21788559985	154280.10585191657	154280.10585642423	228634.9769216485	228634.97702336984	230203.29430307576	230225.49654466694
677	677.0	65.88544354582659	77595.59087781495	77595.59087827118	153615.2491888874	154397.1202133766	154397.12021797092	228810.5992179306	228810.59932172816	230378.87859537257	230401.06212449787
678	678.0	65.98276325564319	77654.04135702708	77654.0413574833	153732.19395641133	154514.04807831184	154514.0480830106	228986.09153086148	228986.09163678548	230554.3329932618	230576.49785524062
679	679.0	66.08008296545977	77712.44871516105	77712.44871563479	153849.05237987553	154630.88963828637	154630.8896430799	229161.45414868376	229161.45425676767	230729.65778464678	230751.80402462653
680	680.0	66.17740267527635	77770.81304759087	77770.81304806877	153965.82465026676	154747.64508413654	154747.64508905204	229336.68735859793	229336.6874688779	230904.85325635865	230926.9809193484
681	681.0	66.27472238509293	77829.13444917735	77829.13444966654	154082.5109578854	154864.31460600835	154864.31461101468	229511.79144669505	229511.79155920155	231079.91969420097	231102.02882493738
682	682.0	66.37204209490952	77887.41301458007	77887.41301508172	154199.11149231167	154980.89839333238	154980.89839842997	229686.76669807427	229686.7668128596	231254.85738289205	231276.94802601074
683	683.0	66.46936180472609	77945.6488380162	77945.64883853238	154315.6264424079	155097.39663483886	155097.39664004298	229861.61339673155	229861.61351385154	231429.6666061227	231451.7388060785
684	684.0	66.5666815145427	78003.84201340345	78003.84201394822	154432.05599640365	155213.8095185936	155213.80952390586	230036.33182568822	230036.33194518017	231604.34764655147	231626.40144757964
685	685.0	66.66400122435928	78061.99263433677	78061.99263486631	154548.40034180213	155330.1372319667	155330.13723739286	230210.92226687048	230210.92238874757	231778.90078577478	231800.93623197128
686	686.0	66.76132093417584	78120.100793989	78120.10079453698	154664.65966540482	155446.3799616076	155446.3799671462	230385.3850011776	230385.3851254972	231953.32630438436	231975.3434396807
687	687.0	66.85864064399243	78178.16658527179	78178.1665858207	154780.83415339276	155562.5378935564	155562.53789919484	230559.72030852688	230559.7204353206	232127.6244819604	232149.6233500676
688	688.0	66.955960353809	78236.19010073277	78236.19010129482	154896.92399122048	155678.6112131228	155678.61121888988	230733.92846776993	230733.92859713986	232301.79559702126	232323.77624153838
689	689.0	67.05328006362559	78294.17143258368	78294.17143317155	155012.92936366153	155794.60010494146	155794.60011082105	230908.00975677837	230908.00988871438	232475.83992711912	232497.80239140906
690	690.0	67.15059977344218	78352.11067264988	78352.11067323982	155128.85045481005	155910.5047529619	155910.5047589648	231081.96445234504	231081.96458689144	232649.75774869425	232671.70207601288
691	691.0	67.24791948325877	78410.00791253036	78410.00791313598	155244.68744817053	156026.32534054914	156026.32534666458	231255.7928303253	231255.7929675533	232823.54933734814	232845.47557074865
692	692.0	67.34523919307536	78467.86324341442	78467.86324403065	155360.4405264919	156142.06205031244	156142.0620565595	231429.49516558644	231429.49530552505	232997.21496757038	233019.12314992092
693	693.0	67.44255890289193	78525.67675617163	78525.67675678186	155476.10987190198	156257.71506424074	156257.71507060167	231603.07173191625	231603.07187463675	233170.75491284527	233192.64508690854
694	694.0	67.5398786127085	78583.44854135296	78583.44854199316	155591.695665883	156373.28456366746	156373.28457015497	231776.52280220267	231776.52294771702	233344.1694457448	233366.04165404526
695	695.0	67.63719832252508	78641.17868918499	78641.17868984317	155707.19808923098	156488.7707292637	156488.77073589273	231949.84864827903	231949.8487966866	233517.45883779784	233539.31312276598
696	696.0	67.73451803234168	78698.86728956811	78698.86729023966	155822.6173220898	156604.17374103118	156604.17374779118	232123.04954104967	232123.04969236683	233690.62335957334	233712.4597634106
697	697.0	67.83183774215826	78756.51443208136	78756.51443277733	155937.95354399394	156719.49377837096	156719.49378528292	232296.12575041316	232296.12590469985	233863.66328067417	233885.48184546275
698	698.0	67.92915745197485	78814.1202060015	78814.120206671	156053.20693382042	156834.73102001532	156834.73102705358	232469.07754530822	232469.07770259882	234036.57886972546	234058.37963734192
699	699.0	68.02647716179143	78871.68470023468	78871.68470093228	156168.3776697728	156949.8856440489	156949.88565122732	232641.90519371256	232641.90535408797	234209.37039441182	234231.1534066037
700	700.0	68.12379687160801	78929.2080033976	78929.20800411963	156283.46592945635	157064.95782792656	157064.9578352456	232814.6089626306	232814.60912613777	234382.03812138512	234403.8034197588
701	701.0	68.2211165814246	78986.69020381082	78986.69020454667	156398.4718898092	157179.94774845714	157179.94775590228	232987.18911810455	232987.18928479063	234554.582316424	234576.32994237833
702	702.0	68.31843629124118	79044.13138945967	79044.13139022043	156513.39572716955	157294.8555818456	157294.85558944315	233159.64592529388	233159.6460952017	234727.0032443826	234748.7332391563
703	703.0	68.41575600105776	79101.53164801063	79101.53164878154	156628.2376172086	157409.6815036301	157409.68151138994	233331.97964827012	233331.97982147918	234899.30116902973	234921.0135737444
704	704.0	68.51307571087433	79158.89106683123	79158.89106761134	156742.9977350239	157524.4256887888	157524.4256966918	233504.19055032035	233504.1907268584	235071.47635334733	235093.1712089246
705	705.0	68.61039542069092	79216.20973293114	79216.20973374331	156857.67625499543	157639.0883115509	157639.08831961805	233676.27889367097	233676.2790736299	235243.5290592392	235265.2064064821
706	706.0	68.7077151305075	79273.48773310636	79273.48773391185	156972.27335100112	157753.6695456721	157753.66955389763	233848.2449396756	233848.24512312945	235415.45954779183	235437.11942734953
707	707.0	68.80503484032408	79330.72515379604	79330.72515460683	157086.78919627413	157868.16956426305	157868.1695726442	234020.08894884726	234020.08913578565	235587.26807920556	235608.91053152672
708	708.0	68.90235455014069	79387.92208105176	79387.92208189136	157201.22396332142	157982.58853969575	157982.5885482509	234191.81118052284	234191.81137107004	235758.95491253817	235780.57997796193
709	709.0	68.99967425995726	79445.07860078079	79445.07860164391	157315.5778242162	158096.92664391053	158096.92665261994	234363.4118934139	234363.41208758953	235930.52030618791	235952.12802486622
710	710.0	69.09699396977385	79502.19479844804	79502.1947993379	157429.85095028192	158211.18404811717	158211.18405699875	234534.89134511162	234534.89154299887	236101.96451748058	236123.55492942658
711	711.0	69.19431367959041	79559.27075931757	79559.27076020904	157544.04351229788	158325.36092295646	158325.36093200636	234706.24979239953	234706.249994053	236273.2878028834	236294.86094794542
712	712.0	69.291633389407	79616.30656826802	79616.30656918623	157658.15568045704	158439.45743848447	158439.4574476997	234877.48749110373	234877.48769659866	236444.4904179632	236466.04633585308
713	713.0	69.38895309922357	79673.30230997907	79673.30231088899	157772.18762432048	158553.47376416344	158553.47377355845	235048.6046961908	235048.6049056011	236615.57261737413	236637.11134769744
714	714.0	69.48627280904017	79730.25806870415	79730.25806966433	157886.13951287384	158667.41006883117	158667.4100784044	235219.60166169645	235219.60187507083	236786.5346548921	236808.05623700912
715	715.0	69.58359251885676	79787.17392851823	79787.17392948372	158000.0115144704	158781.2665207248	158781.26653048984	235390.4786408093	235390.47885821067	236957.37678336244	236978.8812565749
716	716.0	69.68091222867334	79844.04997312721	79844.04997411113	158113.80379694153	158895.0432875517	158895.043297509	235561.23588577946	235561.23610727562	237128.09925482943	237149.58665822144
717	717.0	69.77823193848992	79900.88628602834	79900.88628703625	158227.51652750612	159008.74053640966	159008.74054654516	235731.87364802614	235731.87387370053	237298.70232039317	237320.1726929386
718	718.0	69.8755516483065	79957.68295034036	79957.68295135934	158341.14987277988	159122.3584337862	159122.35844410546	235902.39217803144	235902.39240794952	237469.18623025037	237490.6396107784
719	719.0	69.97287135812309	80014.4400489081	80014.44004996719	158454.70399875936	159235.8971455647	159235.89715609374	236072.79172541594	236072.79195965425	237639.55123376232	237660.98766093326
720	720.0	70.07019106793966	80071.1576643468	80071.15766540405	158568.17907098852	159349.35683715568	159349.35684789103	236243.0725390012	236243.07277760428	237809.79757946532	237831.2170918045
721	721.0	70.16751077775625	80127.835878886	80127.83587997321	158681.57525429604	159462.7376732785	159462.73768422226	236413.234866635	236413.23510969937	237979.92551492964	238001.3281508362
722	722.0	70.26483048757282	80184.47477457038	80184.47477567972	158794.8927130243	159576.03981815247	159576.03982930165	236583.27895539	236583.2792029874	238149.93528695818	238171.32108467436
723	723.0	70.36215019738941	80241.07443315038	80241.07443427702	158908.13161093835	159689.26343541438	159689.26344678027	236753.20505146318	236753.2053036706	238319.82714148329	238341.196139079
724	724.0	70.459469907206	80297.63493598625	80297.63493714147	159021.29211121332	159802.4086881233	159802.40869969898	236923.01340014933	236923.01365703408	238489.60132349172	238510.95355894012
725	725.0	70.55678961702257	80354.1563642657	80354.15636543174	159134.374376441	159915.47573876352	159915.47575054897	237092.70424593377	237092.70450756507	238659.25807724136	238680.59358834918
726	726.0	70.65410932683918	80410.6387988888	80410.6388000696	159247.3785687242	160028.46474930944	160028.4647613263	237262.27783248527	237262.27809897528	238828.79764611612	238850.11647058767
727	727.0	70.75142903665575	80467.08232041002	80467.08232162817	159360.30484951512	160141.37588109815	160141.37589336102	237431.73440255728	237431.7346739711	238998.22027259873	239019.52244793528
728	728.0	70.84874874647232	80523.48700916528	80523.48701038274	159473.1533797975	160254.2092949985	160254.2093074723	237601.07419814004	237601.07447454773	239167.52619841462	239188.81176201344
729	729.0	70.9460684562889	80579.85294522217	80579.85294649658	159585.92431994353	160366.96515126756	160366.96516397627	237770.2974603374	237770.29774182773	239336.71566441067	239357.98465354845
730	730.0	71.04338816610549	80636.18020829369	80636.1802095854	159698.6178297697	160479.6436096015	160479.6436225514	237939.40442945054	237939.404716097	239505.78891062477	239527.0413623744
731	731.0	71.14070787592208	80692.46887791377	80692.46887922274	159811.2340685938	160592.2448292033	160592.24484239964	238108.39534496752	238108.3956368474	239674.74617626768	239695.98212764747
732	732.0	71.23802758573866	80748.71903325201	80748.71903461425	159923.77319511585	160704.7689686685	160704.76898209238	238277.27044546747	238277.27074269322	239843.58769968912	239864.80718752157
733	733.0	71.33534729555525	80804.9307533891	80804.93075475018	160036.23536763826	160817.2161861659	160817.2161998394	238446.02996891344	238446.03027155678	240012.31371855384	240033.51677955798
734	734.0	71.43266700537183	80861.10411687013	80861.10411825059	160148.62074369667	160929.58663914204	160929.58665306296	238614.6741521947	238614.6744603617	240180.9244695238	240202.11114027782
735	735.0	71.52998671518841	80917.23920215011	80917.23920357182	160260.92948049176	161041.88048467317	161041.8804988548	238783.2032316145	238783.20354534985	240349.42018862374	240370.59050553752
736	736.0	71.62730642500499	80973.33608742605	80973.33608888167	160373.1617346013	161154.09787922617	161154.09789368307	238951.6174425486	238951.61776198418	240517.80111098738	240538.9551103968
737	737.0	71.72462613482158	81029.3948505289	81029.39485199186	160485.31766206704	161266.23897872065	161266.2389934408	239119.9170195724	239119.91734480707	240686.0674709379	240707.20518901607
738	738.0	71.82194584463817	81085.41556905738	81085.4155705614	160597.3974184148	161378.30393858644	161378.30395357014	239288.10219651755	239288.1025276235	240854.21950204019	240875.34097481158
739	739.0	71.91926555445474	81141.3983204616	81141.3983219647	160709.40115868198	161490.29291373675	161490.29292898782	239456.17320642812	239456.17354350776	241022.25743710838	241043.36270046784
740	740.0	72.01658526427133	81197.34318172044	81197.34318326479	160821.3290372915	161602.20605850543	161602.20607403733	239624.13028148713	239624.1306246289	241190.18150805117	241211.27059779147
741	741.0	72.1139049740879	81253.25022973664	81253.250231299	160933.1812082248	161714.04352674077	161714.04354256287	239791.97365316545	239791.9740024466	241357.99194609432	241379.06489784102
742	742.0	72.21122468390449	81309.1195410737	81309.11954268283	161044.95782490453	161825.8054717764	161825.80548788828	239959.70355207138	239959.70390760977	241525.68898161023	241546.74583089215
743	743.0	72.30854439372108	81364.95119203151	81364.95119367154	161156.65904023856	161937.4920463957	161937.49206278447	240127.32020810302	240127.32057001156	241693.27284426667	241714.31362645395
744	744.0	72.40586410353767	81420.74525864677	81420.74526032367	161268.28500662372	162049.10340289885	162049.1034195991	240294.82385036972	240294.8242187263	241860.74376288228	241881.76851325453
745	745.0	72.50318381335424	81476.50181676175	81476.5018184654	161379.83587594333	162160.6396930503	162160.63971005875	240462.21470716377	240462.2150821093	242028.10196554218	242049.11071923253
746	746.0	72.60050352317081	81532.22094191752	81532.22094364124	161491.31179957755	162272.10106813768	162272.10108544998	240629.49300610856	240629.4933876931	242195.34767959075	242216.340471574
747	747.0	72.6978232329874	81587.90270939801	81587.9027111607	161602.71292843012	162383.48767894792	162383.48769656755	240796.65897396428	240796.65936233368	242362.4811315627	242383.4579967438
748	748.0	72.79514294280398	81643.54719423801	81643.54719604127	161714.0394127873	162494.7996756647	162494.7996936089	240963.7128367511	240963.71323199928	242529.502547295	242550.4635203804
749	749.0	72.89246265262058	81699.1544712749	81699.15447309175	161825.29140258423	162606.03720810873	162606.03722636643	241130.6548197935	241130.6552220105	242696.41215176875	242717.35726739783
750	750.0	72.98978236243715	81754.7246149791	81754.72461685361	161936.46904712432	162717.2004255016	162717.2004441012	241297.48514755323	241297.48555687832	242863.21016928414	242884.13946197618
751	751.0	73.08710207225374	81810.25769970001	81810.25770161876	162047.5724953041	162828.28947662303	162828.2894955507	241464.20404387164	241464.20446039384	243029.89682341105	243050.81032750916
752	752.0	73.18442178207032	81865.75379947989	81865.75380140003	162158.60189547125	162939.30450970746	162939.3045289766	241630.8117317317	241630.8121555831	243196.47233692431	243217.37008669163
753	753.0	73.2817414918869	81921.21298807659	81921.2129900495	162269.55739547638	163050.24567251073	163050.24569213946	241797.3084334474	241797.3088647223	243362.93693186052	243383.81896142743
754	754.0	73.37906120170348	81976.63533911419	81976.63534112678	162380.43914274612	163161.11311236038	163161.11313232454	241963.69437054542	241963.69480938092	243529.29082955242	243550.15717292356
755	755.0	73.47638091152007	82032.02092578365	82032.0209278368	162491.24728409018	163271.90697595087	163271.9069962747	242129.96976382105	242129.9702102972	243695.534250517	243716.38494157195
756	756.0	73.57370062133666	82087.36982130863	82087.36982337032	162601.98196600092	163382.62740968945	163382.62743037424	242296.13483338972	242296.1352876868	243861.66741470978	243882.50248721693
757	757.0	73.67102033115323	82142.68209839247	82142.6821005111	162712.64333432348	163493.27455930848	163493.2745803631	242462.18979855021	242462.19026075493	244027.69054116088	244048.51002873696
758	758.0	73.76834004096982	82197.95782966384	82197.95783181404	162823.23153451757	163603.8485701712	163603.8485916094	242628.13487797754	242628.13534818921	244193.6038482586	244214.40778445578
759	759.0	73.86565975078639	82253.19708746967	82253.19708966621	162933.74671156966	163714.34958716552	163714.34960896222	242793.97028953952	242793.9707679004	244359.40755373333	244380.1959719278
760	760.0	73.96297946060298	82308.39994394066	82308.39994617732	163044.18900992925	163824.77775462987	163824.7777768051	242959.69625042795	242959.69673709272	244525.10187450412	244545.8748079851
761	761.0	74.06029917041957	82363.56647091958	82363.56647319128	163154.55857359327	163935.13321648055	163935.13323906428	243125.312977102	243125.3134721587	244690.68702680906	244711.44450874557
762	762.0	74.15761888023614	82418.69674002026	82418.69674233552	163264.85554608106	164045.41611612294	164045.41613911014	243290.8206853023	243290.82118890496	244856.16322616956	244876.90528958786
763	763.0	74.25493859005273	82473.79082270598	82473.79082504708	163375.08007047372	164155.62659654155	164155.6266199303	243456.21959009324	243456.22010235902	245021.53068742855	245042.2573652793
764	764.0	74.3522582998693	82528.84879006154	82528.8487924538	163485.23228933307	164265.7648002127	164265.7648239772	243621.50990578684	243621.51042683714	245186.78962465515	245207.50094975167
765	765.0	74.4495780096859	82583.8707130783	82583.87071551045	163595.31234479797	164375.8308691558	164375.83089337012	243786.69184604357	243786.69237604697	245351.94025131717	245372.63625634092
766	766.0	74.54689771950247	82638.85666244866	82638.85666491723	163705.3203785204	164485.82494494357	164485.82496955167	243951.76562375945	243951.76616281344	245516.98278007683	245537.66349760644
767	767.0	74.64421742931907	82693.80670860816	82693.80671112676	163815.2565316558	164595.74716862652	164595.74719367214	244116.731451179	244116.73199944658	245681.91742295484	245702.58288545758
768	768.0	74.74153713913564	82748.7209218225	82748.72092440519	163925.12094497515	164705.59768088366	164705.59770636985	244281.58953988648	244281.5900974887	245846.74439131233	245867.39463113
769	769.0	74.83885684895223	82803.59937211251	82803.59937472794	164034.91375875947	164815.37662189922	164815.37664781327	244446.34010069852	244446.34066779027	246011.46389575792	246032.09894511805
770	770.0	74.93617655876882	82858.44212922076	82858.44213188023	164144.63511276714	164925.08413132778	164925.08415769276	244610.98334376383	244610.9839204869	246176.07614621028	246196.69603726565
771	771.0	75.03349626858538	82913.24926277297	82913.24926546654	164254.28514643374	165034.72034852148	165034.72037535766	244775.519478617	244775.52006510439	246340.5813520304	246361.18611676624
772	772.0	75.13081597840197	82968.02084201395	82968.02084479699	164363.86399860118	165144.2854122298	165144.28543952547	244939.94871401868	244939.94931043734	246504.9797216993	246525.569392037
773	773.0	75.22813568821856	83022.75693610676	83022.75693890729	164473.37180775046	165253.77946082677	165253.779488599	245104.27125806536	245104.27186457318	246669.2714631915	246689.84607086983
774	774.0	75.32545539803515	83077.45761391053	83077.45761676317	164582.80871188047	165363.20263223103	165363.20266049152	245268.48731828693	245268.48793498857	246833.45678371828	246854.01636042065
775	775.0	75.42277510785172	83132.12294412858	83132.122947017	164692.1748486173	165472.55506397146	165472.55509270012	245432.597101434	245432.59772851737	246997.535889859	247018.08046719045
776	776.0	75.52009481766831	83186.75299516045	83186.7529980961	164801.4703550368	165581.83689301502	165581.83692223378	245596.60081360364	245596.60145119045	247161.50898753983	247182.03859688973
777	777.0	75.6174145274849	83241.34783520292	83241.34783821578	164910.69536777036	165691.04825592323	165691.0482856485	245760.49866019023	245760.4993085018	247325.37628191643	247345.8909546795
778	778.0	75.71473423730147	83295.90753229675	83295.90753534813	165019.85002312076	165800.18928890023	165800.189319132	245924.2908460704	245924.29150521825	247489.1379776329	247509.63774501497
779	779.0	75.81205394711806	83350.43215419482	83350.43215730658	165128.93445685602	165909.2601276224	165909.26015835695	246087.97757529747	246087.9782454391	247652.7942785689	247673.27917171599
780	780.0	75.90937365693463	83404.92176846662	83404.92177164387	165237.94880433197	166018.26090735247	166018.26093859997	246251.55905135794	246251.55973266953	247816.3453879879	247836.81543789554
781	781.0	76.00669336675122	83459.37644248278	83459.37644570084	165346.89320051132	166127.19176296174	166127.1917947457	246415.03547708748	246415.03616973982	247979.7915085276	248000.2467461074
782	782.0	76.1040130765678	83513.79624335225	83513.79624664428	165455.7677798649	166236.0528288311	166236.0528611462	246578.40705461564	246578.4077587738	248143.13284212176	248163.57329816386
783	783.0	76.20133278638438	83568.18123796515	83568.18124130653	165564.57267643945	166344.84423891857	166344.8442717819	246741.67398545993	246741.67470128273	248306.36959004676	248326.79529526382
784	784.0	76.29865249620097	83622.53149308074	83622.53149646637	165673.3080239287	166453.56612682814	166453.5661602581	246904.8364705188	246904.83719817267	248469.50195303993	248489.91293801155
