	Lattice depth (Er)	Lattice depth (uK)	Excitation freq. min (Hz)	Excitation freq. max (Hz)	Excitation freq. (Hz)
358	895.0	150.29245174653113	65600.7634381431	65600.76343814838	65600.76343814611
359	897.5	150.7122630642589	65692.68594097647	65692.68594098328	65692.68594097832
360	900.0	151.13207438198663	65784.48050309214	65784.48050309691	65784.4805030946
361	902.5	151.55188569971438	65876.14765722357	65876.14765722892	65876.14765722731
362	905.0	151.9716970174421	65967.687932418	65967.68793242305	65967.68793242167
363	907.5	152.39150833516987	66059.10185407172	66059.10185407691	66059.10185407438
364	910.0	152.8113196528976	66150.38994396321	66150.38994396843	66150.38994396389
365	912.5	153.23113097062534	66241.55272029224	66241.55272029707	66241.55272029378
366	915.0	153.65094228835306	66332.5906977089	66332.59069771334	66332.59069770997
367	917.5	154.0707536060808	66423.50438734912	66423.50438735522	66423.50438735409
368	920.0	154.49056492380856	66514.29429687807	66514.29429688306	66514.29429687998
369	922.5	154.91037624153628	66604.96093050334	66604.96093050836	66604.96093050693
370	925.0	155.33018755926403	66695.50478902346	66695.5047890276	66695.50478902512
371	927.5	155.74999887699178	66785.92636985207	66785.92636985974	66785.92636985795
372	930.0	156.16981019471953	66876.22616706512	66876.2261670713	66876.22616706685
373	932.5	156.58962151244725	66966.4046714039	66966.40467140883	66966.4046714066
374	935.0	157.009432830175	67056.46237033152	67056.4623703362	67056.46237033512
375	937.5	157.42924414790275	67146.39974805317	67146.39974805948	67146.39974805948
376	940.0	157.8490554656305	67236.21728554813	67236.21728555433	67236.21728555165
377	942.5	158.26886678335822	67325.91546060154	67325.91546060657	67325.91546060392
378	945.0	158.68867810108594	67415.49474782683	67415.49474783403	67415.49474783322
379	947.5	159.1084894188137	67504.95561870668	67504.95561871283	67504.95561871189
380	950.0	159.52830073654144	67594.29854161273	67594.29854161838	67594.29854161611
381	952.5	159.9481120542692	67683.52398183673	67683.52398184269	67683.52398184102
382	955.0	160.3679233719969	67772.63240161823	67772.63240162602	67772.63240162292
383	957.5	160.7877346897247	67861.62426017967	67861.6242601853	67861.62426018268
384	960.0	161.2075460074524	67950.50001373958	67950.50001374593	67950.5000137417
385	962.5	161.62735732518016	68039.26011554949	68039.26011555658	68039.26011555319
386	965.0	162.04716864290788	68127.90501592938	68127.90501593561	68127.90501593327
387	967.5	162.46697996063565	68216.43516227162	68216.43516227778	68216.43516227382
388	970.0	162.88679127836335	68304.85099908452	68304.85099909194	68304.85099909047
389	972.5	163.3066025960911	68393.15296802107	68393.15296802594	68393.1529680235
390	975.0	163.72641391381882	68481.34150788657	68481.34150789228	68481.34150788901
391	977.5	164.1462252315466	68569.41705468167	68569.41705468656	68569.41705468346
392	980.0	164.56603654927434	68657.38004161749	68657.38004162551	68657.3800416219
393	982.5	164.98584786700206	68745.23089915217	68745.23089915745	68745.23089915552
394	985.0	165.4056591847298	68832.9700549951	68832.97005500089	68832.97005499623
395	987.5	165.82547050245756	68920.59793415146	68920.59793415923	68920.59793415482
396	990.0	166.2452818201853	69008.11495893783	69008.11495894346	69008.11495894135
397	992.5	166.66509313791303	69095.52154900263	69095.521549008	69095.52154900484
398	995.0	167.08490445564078	69182.81812135527	69182.81812136128	69182.81812135881
399	997.5	167.5047157733685	69270.00509038716	69270.00509039407	69270.00509039061
400	1000.0	167.92452709109625	69357.08286789632	69357.08286790292	69357.08286790036
401	1002.5	168.34433840882397	69444.05186310718	69444.0518631128	69444.05186311125
402	1005.0	168.76414972655175	69530.91248269343	69530.91248269941	69530.9124826962
403	1007.5	169.18396104427947	69617.66513080026	69617.66513080733	69617.66513080198
404	1010.0	169.60377236200722	69704.31020907198	69704.31020907772	69704.31020907531
405	1012.5	170.02358367973497	69790.84811666598	69790.8481166717	69790.84811666756
406	1015.0	170.44339499746272	69877.2792502765	69877.27925028339	69877.27925027811
407	1017.5	170.86320631519047	69963.60400415621	69963.6040041628	69963.60400415988
408	1020.0	171.2830176329182	70049.82277013823	70049.82277014598	70049.82277014277
409	1022.5	171.7028289506459	70135.93593766188	70135.93593766788	70135.93593766369
410	1025.0	172.12264026837366	70221.94389377449	70221.94389378188	70221.94389377807
411	1027.5	172.5424515861014	70307.84702317764	70307.8470231825	70307.84702317973
412	1030.0	172.96226290382913	70393.64570822459	70393.64570823217	70393.64570822951
413	1032.5	173.38207422155688	70479.34032895837	70479.34032896406	70479.34032896001
414	1035.0	173.80188553928463	70564.9312631161	70564.93126312151	70564.93126311876
415	1037.5	174.22169685701238	70650.41888615652	70650.4188861655	70650.41888615856
416	1040.0	174.6415081747401	70735.8035712816	70735.80357128948	70735.80357128681
417	1042.5	175.06131949246785	70821.08568944846	70821.0856894558	70821.085689452
418	1045.0	175.48113081019562	70906.26560939272	70906.26560939729	70906.2656093948
419	1047.5	175.90094212792334	70991.34369764272	70991.34369764873	70991.34369764548
420	1050.0	176.32075344565106	71076.32031854705	71076.32031855175	71076.32031854862
421	1052.5	176.74056476337879	71161.1958342807	71161.19583428596	71161.19583428318
422	1055.0	177.16037608110656	71245.97060487335	71245.9706048811	71245.97060487623
423	1057.5	177.58018739883428	71330.64498822167	71330.64498822759	71330.6449882251
424	1060.0	177.99999871656203	71415.21934010948	71415.21934011603	71415.21934011254
425	1062.5	178.41981003428975	71499.69401422112	71499.69401422793	71499.6940142243
426	1065.0	178.83962135201753	71584.06936216285	71584.06936217037	71584.06936216679
427	1067.5	179.25943266974525	71668.34573348239	71668.34573348804	71668.34573348486
428	1070.0	179.679243987473	71752.52347567536	71752.52347568066	71752.52347567758
429	1072.5	180.09905530520072	71836.60293421338	71836.60293421868	71836.6029342166
430	1075.0	180.51886662292847	71920.5844525545	71920.58445255987	71920.584452559
431	1077.5	180.93867794065622	72004.46837216125	72004.46837216702	72004.46837216508
432	1080.0	181.35848925838394	72088.2550325187	72088.25503252365	72088.25503252116
433	1082.5	181.7783005761117	72171.9447711404	72171.94477114893	72171.94477114543
434	1085.0	182.19811189383944	72255.53792360723	72255.53792361787	72255.53792360974
435	1087.5	182.6179232115672	72339.03482355174	72339.03482355781	72339.0348235545
436	1090.0	183.0377345292949	72422.43580270103	72422.43580270857	72422.43580270467
437	1092.5	183.45754584702266	72505.7411908714	72505.74119088173	72505.74119087795
438	1095.0	183.8773571647504	72588.95131601077	72588.95131601932	72588.95131601542
439	1097.5	184.29716848247816	72672.06650417788	72672.06650418343	72672.06650417949
440	1100.0	184.71697980020588	72755.08707957792	72755.08707958776	72755.08707958348
441	1102.5	185.1367911179336	72838.01336459084	72838.0133645988	72838.01336459398
442	1105.0	185.55660243566135	72920.84567974888	72920.8456797586	72920.84567975547
443	1107.5	185.9764137533891	73003.58434378874	73003.58434379767	73003.58434379377
444	1110.0	186.39622507111685	73086.22967364169	73086.22967364916	73086.22967364822
445	1112.5	186.81603638884457	73168.7819844542	73168.78198446281	73168.7819844608
446	1115.0	187.23584770657234	73251.24158960926	73251.24158961905	73251.24158961
447	1117.5	187.65565902430006	73333.60880072754	73333.60880073451	73333.6088007308
448	1120.0	188.0754703420278	73415.88392769266	73415.8839276993	73415.88392769759
449	1122.5	188.49528165975556	73498.06727865576	73498.06727866421	73498.06727866041
450	1125.0	188.9150929774833	73580.15916005945	73580.15916006625	73580.15916006194
451	1127.5	189.33490429521103	73662.15987663582	73662.15987664592	73662.1598766409
452	1130.0	189.75471561293875	73744.06973143853	73744.06973144633	73744.06973144202
453	1132.5	190.1745269306665	73825.88902583583	73825.88902584763	73825.88902584129
454	1135.0	190.59433824839425	73907.61805954625	73907.61805955709	73907.61805954941
455	1137.5	191.01414956612197	73989.25713062569	73989.25713063558	73989.25713063312
456	1140.0	191.43396088384972	74070.8065355004	74070.80653550739	74070.80653550477
457	1142.5	191.8537722015775	74152.26656896996	74152.26656897845	74152.26656897715
458	1145.0	192.27358351930522	74233.63752422483	74233.6375242321	74233.63752422715
459	1147.5	192.69339483703297	74314.9196928501	74314.91969286288	74314.91969285527
460	1150.0	193.1132061547607	74396.11336485144	74396.11336486386	74396.11336485895
461	1152.5	193.53301747248847	74477.2188286579	74477.2188286687	74477.218828662
462	1155.0	193.95282879021616	74558.23637112662	74558.2363711403	74558.2363711307
463	1157.5	194.3726401079439	74639.1662775699	74639.16627757983	74639.16627757167
464	1160.0	194.79245142567163	74720.00883176125	74720.00883177278	74720.0088317669
465	1162.5	195.2122627433994	74800.76431594735	74800.76431595837	74800.764315951
466	1165.0	195.63207406112713	74881.43301085151	74881.43301086125	74881.43301085632
467	1167.5	196.05188537885488	74962.01519569711	74962.01519570682	74962.01519570075
468	1170.0	196.47169669658263	75042.51114820839	75042.51114821769	75042.51114821294
469	1172.5	196.89150801431038	75122.92114463598	75122.92114464306	75122.92114463849
470	1175.0	197.31131933203812	75203.24545974743	75203.24545975684	75203.24545975012
471	1177.5	197.73113064976584	75283.48436685739	75283.48436686865	75283.4843668618
472	1180.0	198.1509419674936	75363.63813783045	75363.63813783758	75363.63813783231
473	1182.5	198.57075328522131	75443.70704308515	75443.70704309433	75443.7070430872
474	1185.0	198.99056460294906	75523.69135161997	75523.69135162953	75523.69135161997
475	1187.5	199.41037592067678	75603.59133100981	75603.59133102214	75603.59133101066
476	1190.0	199.83018723840453	75683.40724742565	75683.40724743482	75683.40724743064
477	1192.5	200.24999855613228	75763.13936563408	75763.13936564694	75763.13936564227
478	1195.0	200.66980987386003	75842.78794902682	75842.78794903804	75842.78794903432
479	1197.5	201.08962119158775	75922.35325960927	75922.35325961736	75922.35325961305
480	1200.0	201.5094325093155	76001.8355580196	76001.83555802633	76001.83555802249
481	1202.5	201.92924382704328	76081.23510354155	76081.23510354989	76081.23510354692
482	1205.0	202.349055144771	76160.55215411722	76160.55215412738	76160.55215411939
483	1207.5	202.76886646249872	76239.7869663416	76239.7869663492	76239.78696634575
484	1210.0	203.18867778022644	76318.93979548934	76318.93979550352	76318.93979549425
485	1212.5	203.60848909795422	76398.01089551867	76398.01089552602	76398.01089552279
486	1215.0	204.02830041568194	76477.00051907045	76477.00051907705	76477.0005190737
487	1217.5	204.4481117334097	76555.90891749278	76555.90891750359	76555.90891749739
488	1220.0	204.8679230511374	76634.73634084724	76634.73634085429	76634.73634084935
489	1222.5	205.2877343688652	76713.48303790626	76713.48303791354	76713.4830379097
490	1225.0	205.7075456865929	76792.14925617995	76792.14925618732	76792.14925618257
491	1227.5	206.12735700432066	76870.73524190667	76870.73524191539	76870.73524191129
492	1230.0	206.54716832204838	76949.24124008264	76949.24124009057	76949.2412400872
493	1232.5	206.96697963977616	77027.66749445046	77027.66749445902	77027.66749445559
494	1235.0	207.38679095750388	77106.01424751809	77106.01424753254	77106.01424752781
495	1237.5	207.8066022752316	77184.28174058323	77184.28174059355	77184.28174058865
496	1240.0	208.22641359295935	77262.47021369831	77262.47021371071	77262.47021370474
497	1242.5	208.6462249106871	77340.57990572733	77340.57990573591	77340.579905733
498	1245.0	209.06603622841484	77418.6110543205	77418.61105433105	77418.61105432583
499	1247.5	209.48584754614257	77496.56389594606	77496.56389595765	77496.56389595129
500	1250.0	209.90565886387031	77574.43866587759	77574.43866589165	77574.43866588407
501	1252.5	210.32547018159806	77652.2355982272	77652.23559823922	77652.23559823314
502	1255.0	210.7452814993258	77729.95492592301	77729.95492593615	77729.95492592847
503	1257.5	211.16509281705353	77807.59688074623	77807.59688075761	77807.59688074897
504	1260.0	211.5849041347813	77885.16169331802	77885.16169333245	77885.16169332188
505	1262.5	212.004715452509	77962.64959311974	77962.64959313392	77962.64959312521
506	1265.0	212.42452677023675	78040.06080850225	78040.06080851251	78040.06080850784
507	1267.5	212.8443380879645	78117.39556667987	78117.39556668908	78117.39556668233
508	1270.0	213.26414940569225	78194.65409374662	78194.65409376133	78194.6540937563
509	1272.5	213.68396072342	78271.83661470163	78271.83661471138	78271.8366147031
510	1275.0	214.10377204114772	78348.94335340871	78348.94335342315	78348.94335341301
511	1277.5	214.52358335887547	78425.97453266995	78425.97453268395	78425.9745326766
512	1280.0	214.94339467660322	78502.93037417228	78502.93037418464	78502.93037417751
513	1282.5	215.36320599433097	78579.81109852935	78579.81109853981	78579.81109852935
514	1285.0	215.7830173120587	78656.61692528006	78656.61692529288	78656.6169252828
515	1287.5	216.20282862978644	78733.34807289553	78733.34807290605	78733.3480729019
516	1290.0	216.62263994751416	78810.0047587904	78810.0047588014	78810.00475879462
517	1292.5	217.0424512652419	78886.58719931476	78886.58719932739	78886.58719931837
518	1295.0	217.46226258296963	78963.09560979245	78963.09560980348	78963.09560979718
519	1297.5	217.88207390069738	79039.53020448683	79039.53020450097	79039.53020449851
520	1300.0	218.30188521842516	79115.89119665137	79115.89119666614	79115.89119665675
521	1302.5	218.72169653615288	79192.17879849093	79192.17879851039	79192.17879850185
522	1305.0	219.14150785388063	79268.39322121814	79268.39322123298	79268.39322122793
523	1307.5	219.56131917160835	79344.53467501453	79344.53467503004	79344.53467502329
524	1310.0	219.98113048933612	79420.60336906699	79420.60336908101	79420.60336907727
525	1312.5	220.40094180706384	79496.59951156135	79496.59951157574	79496.59951156737
526	1315.0	220.82075312479157	79572.52330969332	79572.52330970792	79572.52330969869
527	1317.5	221.2405644425193	79648.37496967081	79648.37496969038	79648.37496968215
528	1320.0	221.66037576024706	79724.15469674046	79724.15469675153	79724.1546967503
529	1322.5	222.08018707797478	79799.86269515143	79799.86269516936	79799.8626951596
530	1325.0	222.49999839570253	79875.49916820596	79875.49916821769	79875.49916821418
531	1327.5	222.91980971343028	79951.0643182451	79951.0643182583	79951.06431825229
532	1330.0	223.33962103115803	80026.55834665344	80026.55834666768	80026.55834666047
533	1332.5	223.75943234888578	80101.98145387208	80101.98145388621	80101.98145388103
534	1335.0	224.1792436666135	80177.33383940443	80177.33383942053	80177.33383941201
535	1337.5	224.59905498434125	80252.6157018202	80252.61570183282	80252.61570182451
536	1340.0	225.018866302069	80327.82723875219	80327.8272387657	80327.82723875559
537	1342.5	225.43867761979672	80402.96864692151	80402.96864693586	80402.96864692857
538	1345.0	225.85848893752444	80478.04012213806	80478.04012214993	80478.04012214369
539	1347.5	226.2783002552522	80553.04185928701	80553.04185929931	80553.04185929352
540	1350.0	226.69811157297994	80627.97405236617	80627.97405237792	80627.97405237454
541	1352.5	227.1179228907077	80702.83689446413	80702.83689447562	80702.83689447014
542	1355.0	227.5377342084354	80777.63057778055	80777.63057779377	80777.63057778844
543	1357.5	227.95754552616316	80852.35529363505	80852.35529364509	80852.35529364158
544	1360.0	228.37735684389094	80927.0112324585	80927.01123247025	80927.01123245915
545	1362.5	228.79716816161866	81001.5985838075	81001.59858381914	81001.59858381226
546	1365.0	229.2169794793464	81076.1175363755	81076.11753638957	81076.11753638505
547	1367.5	229.63679079707413	81150.56827799306	81150.56827800622	81150.56827799595
548	1370.0	230.05660211480188	81224.95099562217	81224.95099563355	81224.95099563095
549	1372.5	230.4764134325296	81299.26587537996	81299.2658753936	81299.26587538444
550	1375.0	230.89622475025735	81373.51310253787	81373.51310255054	81373.51310254585
551	1377.5	231.3160360679851	81447.69286152266	81447.69286153674	81447.69286152902
552	1380.0	231.73584738571284	81521.80533592257	81521.80533593899	81521.80533592954
553	1382.5	232.15565870344057	81595.85070850234	81595.85070851467	81595.85070850934
554	1385.0	232.57547002116831	81669.82916118944	81669.82916120446	81669.82916119674
555	1387.5	232.99528133889606	81743.74087509897	81743.74087511169	81743.7408751068
556	1390.0	233.4150926566238	81817.5860305293	81817.58603054608	81817.58603053904
557	1392.5	233.83490397435156	81891.3648069647	81891.36480698359	81891.3648069746
558	1395.0	234.25471529207928	81965.07738309939	81965.07738311247	81965.0773831054
559	1397.5	234.674526609807	82038.72393679588	82038.72393681107	82038.72393680604
560	1400.0	235.09433792753475	82112.30464515637	82112.30464516931	82112.30464516299
561	1402.5	235.5141492452625	82185.81968446771	82185.8196844818	82185.8196844788
562	1405.0	235.93396056299025	82259.2692302456	82259.26923026059	82259.26923025749
563	1407.5	236.35377188071797	82332.65345722312	82332.65345723397	82332.65345723336
564	1410.0	236.77358319844572	82405.97253934956	82405.97253936103	82405.97253935384
565	1412.5	237.19339451617347	82479.22664980902	82479.22664982204	82479.22664981279
566	1415.0	237.61320583390122	82552.41596102432	82552.41596103851	82552.41596102432
567	1417.5	238.03301715162894	82625.54064464966	82625.54064466186	82625.54064465986
568	1420.0	238.4528284693567	82698.60087158598	82698.60087160107	82698.60087159264
569	1422.5	238.8726397870844	82771.59681198577	82771.59681199794	82771.5968119901
570	1425.0	239.29245110481216	82844.52863524389	82844.52863525589	82844.52863524927
571	1427.5	239.71226242253994	82917.3965100203	82917.39651003372	82917.39651002712
572	1430.0	240.13207374026763	82990.2006042436	82990.20060425419	82990.20060424776
573	1432.5	240.55188505799538	83062.9410850864	83062.94108510204	83062.94108509488
574	1435.0	240.97169637572313	83135.61811902355	83135.61811903486	83135.61811902885
575	1437.5	241.3915076934509	83208.23187177352	83208.23187178608	83208.23187178084
576	1440.0	241.8113190111786	83280.78250835666	83280.78250837029	83280.78250836222
577	1442.5	242.23113032890635	83353.27019307046	83353.27019308522	83353.27019307502
578	1445.0	242.6509416466341	83425.69508949606	83425.69508950753	83425.69508950044
579	1447.5	243.07075296436184	83498.05736051101	83498.05736052679	83498.05736051875
580	1450.0	243.49056428208954	83570.35716829846	83570.35716831035	83570.35716830293
581	1452.5	243.91037559981729	83642.59467432309	83642.59467433812	83642.5946743325
582	1455.0	244.33018691754503	83714.77003938165	83714.7700393916	83714.77003938594
583	1457.5	244.7499982352728	83786.88342354889	83786.88342356545	83786.88342355972
584	1460.0	245.16980955300053	83858.93498624602	83858.93498625862	83858.93498625315
585	1462.5	245.58962087072825	83930.92488618621	83930.9248861974	83930.92488618867
586	1465.0	246.00943218845603	84002.8532814133	84002.85328142838	84002.85328141905
587	1467.5	246.42924350618375	84074.7203293071	84074.72032932013	84074.72032931015
588	1470.0	246.84905482391153	84146.5261865614	84146.5261865752	84146.52618656767
589	1472.5	247.26886614163925	84218.27100921434	84218.27100922557	84218.27100922039
590	1475.0	247.68867745936694	84289.95495263755	84289.95495265281	84289.95495264397
591	1477.5	248.10848877709472	84361.57817154833	84361.57817156009	84361.57817155324
592	1480.0	248.52830009482244	84433.14082000764	84433.14082002001	84433.14082001465
593	1482.5	248.94811141255016	84504.64305142182	84504.64305143671	84504.64305143141
594	1485.0	249.36792273027794	84576.08501856253	84576.08501857694	84576.08501856793
595	1487.5	249.78773404800566	84647.46687354463	84647.46687355671	84647.46687355448
596	1490.0	250.20754536573344	84718.78876784942	84718.78876786838	84718.7887678562
597	1492.5	250.62735668346122	84790.05085233753	84790.05085234815	84790.05085234571
598	1495.0	251.04716800118888	84861.25327720535	84861.25327722335	84861.25327721024
599	1497.5	251.46697931891666	84932.39619205677	84932.39619206982	84932.39619205741
600	1500.0	251.88679063664438	85003.47974584805	85003.47974586044	85003.47974585813
601	1502.5	252.30660195437213	85074.50408691989	85074.50408693512	85074.50408691989
602	1505.0	252.72641327209985	85145.46936301264	85145.46936302449	85145.4693630171
603	1507.5	253.14622458982757	85216.3757212213	85216.3757212377	85216.37572123304
604	1510.0	253.56603590755535	85287.2233080675	85287.22330808181	85287.22330807468
605	1512.5	253.98584722528312	85358.01226943685	85358.0122694503	85358.01226944418
606	1515.0	254.4056585430108	85428.74275063233	85428.7427506434	85428.74275063744
607	1517.5	254.82546986073856	85499.41489633925	85499.41489635687	85499.41489634814
608	1520.0	255.24528117846634	85570.02885067089	85570.02885068889	85570.02885068044
609	1522.5	255.66509249619406	85640.58475712653	85640.58475714238	85640.5847571327
610	1525.0	256.0849038139218	85711.08275862837	85711.08275864433	85711.08275863537
611	1527.5	256.5047151316495	85781.5229975084	85781.52299752638	85781.52299751765
612	1530.0	256.92452644937725	85851.9056155171	85851.90561553731	85851.90561552638
613	1532.5	257.34433776710506	85922.23075383436	85922.23075384773	85922.23075384217
614	1535.0	257.76414908483275	85992.49855304835	85992.4985530642	85992.4985530556
615	1537.5	258.1839604025605	86062.70915318812	86062.70915320667	86062.70915319782
616	1540.0	258.60377172028825	86132.86269370565	86132.86269372547	86132.86269371332
617	1542.5	259.02358303801594	86202.9593134954	86202.95931351298	86202.95931350206
618	1545.0	259.44339435574375	86272.99915088498	86272.99915090161	86272.99915089385
619	1547.5	259.8632056734714	86342.98234363989	86342.98234365848	86342.98234364559
620	1550.0	260.2830169911992	86412.90902897308	86412.90902899065	86412.90902898165
621	1552.5	260.70282830892694	86482.77934354552	86482.77934355987	86482.77934354737
622	1555.0	261.1226396266547	86552.5934234629	86552.59342347705	86552.59342346874
623	1557.5	261.54245094438244	86622.35140428765	86622.35140430469	86622.35140429292
624	1560.0	261.9622622621102	86692.05342103868	86692.05342105766	86692.05342104466
625	1562.5	262.3820735798379	86761.699608196	86761.69960821191	86761.69960820484
626	1565.0	262.8018848975657	86831.29009969755	86831.29009971138	86831.29009970465
627	1567.5	263.2216962152934	86900.82502894619	86900.82502896366	86900.82502895879
628	1570.0	263.64150753302107	86970.30452881752	86970.30452883725	86970.30452882539
629	1572.5	264.0613188507489	87039.72873165633	87039.72873167449	87039.72873166818
630	1575.0	264.48113016847657	87109.09776928359	87109.09776930245	87109.09776929498
631	1577.5	264.9009414862044	87178.4117729939	87178.41177301203	87178.41177300605
632	1580.0	265.32075280393207	87247.67087356176	87247.67087358181	87247.67087356983
633	1582.5	265.7405641216598	87316.87520124154	87316.87520126285	87316.8752012516
634	1585.0	266.16037543938756	87386.02488579378	87386.02488580902	87386.02488579483
635	1587.5	266.5801867571153	87455.12005643552	87455.12005645262	87455.12005644727
636	1590.0	266.99999807484306	87524.16084189697	87524.16084191711	87524.16084189825
637	1592.5	267.4198093925708	87593.14737039612	87593.14737041411	87593.14737040416
638	1595.0	267.8396207102985	87662.07976964836	87662.0797696709	87662.07976965418
639	1597.5	268.25943202802625	87730.95816687451	87730.95816689073	87730.95816689073
640	1600.0	268.67924334575406	87799.78268878351	87799.78268880602	87799.78268879338
641	1602.5	269.0990546634817	87868.55346160659	87868.55346162894	87868.5534616191
642	1605.0	269.5188659812095	87937.27061107446	87937.27061108942	87937.27061108226
643	1607.5	269.9386772989372	88005.9342624215	88005.9342624421	88005.93426243037
644	1610.0	270.358488616665	88074.54454041077	88074.54454042982	88074.54454042099
645	1612.5	270.77829993439275	88143.1015693072	88143.10156933096	88143.10156931712
646	1615.0	271.19811125212044	88211.60547290588	88211.60547292112	88211.60547291556
647	1617.5	271.6179225698482	88280.05637450686	88280.05637453259	88280.05637451938
648	1620.0	272.03773388757594	88348.45439696008	88348.4543969776	88348.45439696388
649	1622.5	272.4575452053037	88416.79966261088	88416.79966263127	88416.79966262102
650	1625.0	272.8773565230314	88485.09229335721	88485.0922933757	88485.09229336126
651	1627.5	273.2971678407592	88553.3324106163	88553.33241063458	88553.33241062216
652	1630.0	273.7169791584869	88621.5201353412	88621.52013536259	88621.5201353516
653	1632.5	274.1367904762147	88689.65558802939	88689.6555880481	88689.65558803995
654	1635.0	274.5566017939423	88757.73888870193	88757.73888871864	88757.73888870915
655	1637.5	274.9764131116701	88825.77015693575	88825.77015695405	88825.77015694579
656	1640.0	275.3962244293979	88893.7495118441	88893.74951186297	88893.74951185628
657	1642.5	275.8160357471256	88961.67707208783	88961.67707210874	88961.67707208953
658	1645.0	276.2358470648534	89029.55295587095	89029.55295589194	89029.55295588238
659	1647.5	276.65565838258107	89097.3772809691	89097.37728099119	89097.3772809771
660	1650.0	277.0754697003088	89165.15016468188	89165.15016470474	89165.15016469205
661	1652.5	277.49528101803656	89232.87172388664	89232.87172391136	89232.87172389867
662	1655.0	277.9150923357643	89300.54207501053	89300.54207503045	89300.54207502
663	1657.5	278.334903653492	89368.16133403908	89368.16133406137	89368.16133404858
664	1660.0	278.7547149712198	89435.72961652961	89435.72961655102	89435.72961653511
665	1662.5	279.1745262889475	89503.24703758504	89503.24703760962	89503.2470375944
666	1665.0	279.5943376066753	89570.71371191008	89570.71371192974	89570.7137119167
667	1667.5	280.014148924403	89638.12975374336	89638.1297537652	89638.12975375005
668	1670.0	280.43396024213075	89705.49527691527	89705.49527693335	89705.49527692226
669	1672.5	280.8537715598585	89772.810394822	89772.81039484064	89772.8103948304
670	1675.0	281.2735828775862	89840.07522043669	89840.0752204664	89840.07522045169
671	1677.5	281.693394195314	89907.28986632937	89907.2898663485	89907.28986633629
672	1680.0	282.1132055130417	89974.45444461746	89974.45444463962	89974.4544446276
673	1682.5	282.53301683076944	90041.56906702838	90041.56906704951	90041.5690670371
674	1685.0	282.9528281484972	90108.63384486736	90108.63384488568	90108.63384487103
675	1687.5	283.372639466225	90175.64888901458	90175.64888903942	90175.64888902538
676	1690.0	283.79245078395263	90242.61430996405	90242.61430998461	90242.61430997589
677	1692.5	284.21226210168044	90309.53021777785	90309.53021780252	90309.53021778997
678	1695.0	284.63207341940813	90376.39672212745	90376.39672214915	90376.39672213205
679	1697.5	285.05188473713594	90443.2139322673	90443.21393229242	90443.21393228044
680	1700.0	285.4716960548636	90509.98195706494	90509.9819570878	90509.98195706976
681	1702.5	285.8915073725913	90576.70090497039	90576.70090499564	90576.70090498132
682	1705.0	286.3113186903191	90643.37088405175	90643.37088407559	90643.37088406312
683	1707.5	286.7311300080469	90709.99200196934	90709.99200199597	90709.99200197871
684	1710.0	287.1509413257746	90776.56436599704	90776.56436602602	90776.56436600724
685	1712.5	287.5707526435023	90843.08808301442	90843.08808304876	90843.08808301901
686	1715.0	287.99056396123007	90909.56325950741	90909.56325953611	90909.56325951101
687	1717.5	288.4103752789578	90975.99000158424	90975.99000161374	90975.99000159414
688	1720.0	288.8301865966856	91042.36841494968	91042.36841497815	91042.36841496512
689	1722.5	289.24999791441326	91108.69860494627	91108.69860497526	91108.69860495848
690	1725.0	289.66980923214106	91174.98067651078	91174.9806765421	91174.98067652187
691	1727.5	290.0896205498688	91241.2147342223	91241.21473425618	91241.21473423303
692	1730.0	290.5094318675965	91307.40088226863	91307.40088229932	91307.40088228096
693	1732.5	290.92924318532425	91373.53922446608	91373.53922449402	91373.53922447792
694	1735.0	291.34905450305195	91439.62986425114	91439.62986428148	91439.62986426198
695	1737.5	291.76886582077975	91505.6729046886	91505.67290472487	91505.67290470179
696	1740.0	292.1886771385075	91571.66844849092	91571.66844851927	91571.66844849798
697	1742.5	292.60848845623525	91637.61659796657	91637.6165980003	91637.61659797665
698	1745.0	293.02829977396294	91703.51745509221	91703.51745512371	91703.51745510245
699	1747.5	293.44811109169075	91769.37112145395	91769.37112148762	91769.37112146721
700	1750.0	293.86792240941844	91835.17769829308	91835.1776983269	91835.1776983042
701	1752.5	294.2877337271462	91900.93728647582	91900.93728651313	91900.93728648812
702	1755.0	294.70754504487394	91966.6499865168	91966.64998655711	91966.64998652913
703	1757.5	295.12735636260163	92032.3158985651	92032.31589860858	92032.31589858064
704	1760.0	295.54716768032944	92097.93512243658	92097.93512247164	92097.93512244413
705	1762.5	295.96697899805713	92163.50775754907	92163.50775759025	92163.50775756108
706	1765.0	296.3867903157849	92229.0339030111	92229.03390304705	92229.03390302259
707	1767.5	296.8066016335126	92294.51365755763	92294.51365760174	92294.51365757146
708	1770.0	297.2264129512404	92359.94711958489	92359.94711962686	92359.94711959692
709	1772.5	297.6462242689681	92425.33438713175	92425.33438717159	92425.33438714567
710	1775.0	298.06603558669593	92490.67555790237	92490.67555794117	92490.67555791387
711	1777.5	298.48584690442357	92555.97072924227	92555.9707292867	92555.97072925973
712	1780.0	298.9056582221513	92621.21999817813	92621.21999822406	92621.2199981959
713	1782.5	299.32546953987907	92686.42346136886	92686.4234614186	92686.4234613863
714	1785.0	299.7452808576068	92751.58121515826	92751.58121520649	92751.58121517139
715	1787.5	300.16509217533456	92816.69335553393	92816.69335558043	92816.69335554451
716	1790.0	300.58490349306226	92881.75997815965	92881.75997820655	92881.7599781695
